"X.1","X","image_2","image_1","trial_index","time_elapsed","experiment_order","rt","experiment","response","phase","stimulus","correct","question_order","talk_out_loud","strategy_free_ans","cor_key","type","VerbalScored","VisualScored","high_low_verbal","worker_id","name_agreement_img1","name_agreement_img2","trial_no_ptcp","image_1_wordFreq","image_2_wordFreq","freq_diff"
11,11,"fox","socks",19,76001,"rhyme-task_switching-same_different-phon_sim",1265.70000000298,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""socks"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""fox"" width=""300""></div>",1,NA,"No","I mentally ""stated"" the words as a pair.","arrowup","non-ortho",1.67,3.3,"low_verbal","UhCBWnbb",0.9,0.85,1,2.9699,3.0426,0.0727000000000002
12,12,"jar","star",19,53238,"rhyme-task_switching-same_different-phon_sim",1699.89999999106,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""star"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""jar"" width=""300""></div>",1,NA,"Yes","no_answer","arrowup","ortho",2.83333333333333,3.2,"low_verbal","hRiDYGB2",0.95,0.95,1,3.618,2.6284,0.9896
13,13,"leg","egg",19,2379038,"rhyme-same_different-phon_sim-task_switching",2479.80000001192,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""egg"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""leg"" width=""300""></div>",1,NA,"Yes","I just went with my gut intuition","arrowup","ortho",4.75,5,"high_verbal","DuDDHkI9",0.95,0.85,1,3.1235,3.4598,0.3363
14,14,"plane","fly",19,85992,"rhyme-phon_sim-task_switching-same_different",2180.89999997616,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""fly"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""plane"" width=""300""></div>",1,NA,"No","I said the words in my head and made my selection as quickly as possible.","arrowdown","NR",4.416667,4.2,"high_verbal","Qy5J1Mxs",0.95,0.35,1,3.6371,3.6878,0.0507
15,15,"ring","king",19,154587,"rhyme-same_different-task_switching-phon_sim",2323.69999980927,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""king"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""ring"" width=""300""></div>",1,NA,"Yes","no","arrowup","ortho",2.67,3,"low_verbal","wDmKNbjb",0.8,0.9,1,3.8191,3.675,0.1441
16,16,"ring","egg",19,74516,"rhyme-task_switching-phon_sim-same_different",1607.5,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""egg"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""ring"" width=""300""></div>",1,NA,"No","Some of the pictures weren't clear as to what it was mainly about. I said the words in my head","arrowdown","NR",2.58,2.4,"low_verbal","GJMX4RUC",0.95,0.9,1,3.1235,3.675,0.5515
17,17,"ring","king",19,58964,"rhyme-task_switching-same_different-phon_sim",1303.10000000149,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""king"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""ring"" width=""300""></div>",1,NA,"No","np","arrowup","ortho",2.92,4.2,"low_verbal","7rrmnKSW",0.8,0.9,1,3.8191,3.675,0.1441
18,18,"rope","pear",19,1296278,"rhyme-phon_sim-same_different-task_switching",1574.09999996424,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""pear"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""rope"" width=""300""></div>",1,NA,"Yes","no_answer","arrowdown","NR",2.25,3.7,"low_verbal","05Wo9IGy",0.95,1,1,1.8388,3.0641,1.2253
19,19,"rope","soap",19,86337,"rhyme-phon_sim-task_switching-same_different",1604.69999998808,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""soap"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""rope"" width=""300""></div>",0,NA,"Yes","Sometimes it seemed like I was trying to make words rhyme by the way I was saying them.","arrowup","non-ortho",2.91666666666667,3.3,"low_verbal","Ds5BnIYz",0.8,1,1,2.8899,3.0641,0.1742
20,20,"rose","well",19,111594,"rhyme-phon_sim-same_different-task_switching",2105,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""well"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""rose"" width=""300""></div>",1,NA,"Yes","nothing","arrowdown","NR",4.67,4.7,"high_verbal","lcQfoynH",0.95,0.95,1,5.1833,3.4322,1.7511
21,21,"tie","dart",19,43014,"rhyme-phon_sim-same_different-task_switching",1321.89999997616,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""dart"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""tie"" width=""300""></div>",1,NA,"No","said mentally","arrowdown","NR",4.166667,3.8,"high_verbal","RHqN8QGm",0.9,0.7,1,1.9956,3.3555,1.3599
22,22,"tree","key",19,790471,"rhyme-same_different-task_switching-phon_sim",1347.30000007153,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""key"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""tree"" width=""300""></div>",1,NA,"No","I had to guess at first for some of these.","arrowup","non-ortho",2.58,3.7,"low_verbal","lAeE5wTL",0.95,0.85,1,3.6465,3.5206,0.1259
23,23,"whale","jar",19,52467,"rhyme-same_different-task_switching-phon_sim",2428.10000002384,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""jar"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""whale"" width=""300""></div>",1,NA,"No","no_answer","arrowdown","NR",2.17,3.9,"low_verbal","vhsbIoXa",0.95,0.95,1,2.6284,2.7597,0.1313
24,24,"whale","nail",19,108448,"rhyme-task_switching-phon_sim-same_different",1738.19999999925,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""nail"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""whale"" width=""300""></div>",1,NA,"Yes","It got easier as I knew each picture better.","arrowup","non-ortho",4.75,4.5,"high_verbal","NRFUWLZO",0.95,0.95,1,2.9786,2.7597,0.2189
25,25,"bread","bed",22,82845,"rhyme-same_different-task_switching-phon_sim",1666.09999999404,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""bed"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""bread"" width=""300""></div>",1,NA,"Yes","no","arrowup","non-ortho",2.5,3,"low_verbal","OE580Gi8",0.95,0.9,1,3.9797,3.1602,0.8195
26,26,"chain","plane",22,73326,"rhyme-same_different-phon_sim-task_switching",1417.90000009537,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""plane"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""chain"" width=""300""></div>",1,NA,"No","Said in my mind, not vocally","arrowup","non-ortho",3.08333333333333,3.9,"low_verbal","NS1YHcvi",0.35,0.95,1,3.6878,3.0346,0.6532
27,27,"chain","plane",22,261373,"rhyme-same_different-phon_sim-task_switching",1748.59999999404,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""plane"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""chain"" width=""300""></div>",1,NA,"Yes","think of the most simple word for the image","arrowup","non-ortho",4.25,4.1,"high_verbal","sZLRQDIR",0.35,0.95,1,3.6878,3.0346,0.6532
28,28,"clock","brain",22,283108,"rhyme-phon_sim-same_different-task_switching",1742.30000000075,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""brain"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""clock"" width=""300""></div>",1,NA,"No","I said it in my head ""aloud"".","arrowdown","NR",2.42,4.6,"low_verbal","HPiIXyO1",0.95,0.95,2,3.5943,3.4758,0.1185
29,29,"clock","sock",22,42512,"rhyme-phon_sim-task_switching-same_different",1538.59999990463,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""sock"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""clock"" width=""300""></div>",1,NA,"Yes","no","arrowup","ortho",1.33,1.9,"low_verbal","5WF1GwNy",0.9,0.95,1,2.6618,3.4758,0.814
30,30,"clock","sock",22,89020,"rhyme-phon_sim-task_switching-same_different",1518.79999998212,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""sock"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""clock"" width=""300""></div>",1,NA,"No","I said the words in my head and made my selection as quickly as possible.","arrowup","ortho",4.416667,4.2,"high_verbal","Qy5J1Mxs",0.9,0.95,2,2.6618,3.4758,0.814
31,31,"crane","train",22,794038,"rhyme-same_different-task_switching-phon_sim",2789.30000007153,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""train"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""crane"" width=""300""></div>",1,NA,"No","I had to guess at first for some of these.","arrowup","non-ortho",2.58,3.7,"low_verbal","lAeE5wTL",0.95,0.7,2,3.6857,3.2343,0.4514
32,32,"fly","tie",22,80987,"rhyme-task_switching-phon_sim-same_different",1359.89999985695,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""tie"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""fly"" width=""300""></div>",1,NA,"No","I always viewed the picture on the left first","arrowup","non-ortho",3,3.5,"low_verbal","qkCSFiGm",0.7,0.95,2,3.3555,3.6371,0.2816
33,33,"fly","tie",22,1299474,"rhyme-phon_sim-same_different-task_switching",1947.10000002384,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""tie"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""fly"" width=""300""></div>",1,NA,"Yes","no_answer","arrowup","non-ortho",2.25,3.7,"low_verbal","05Wo9IGy",0.7,0.95,2,3.3555,3.6371,0.2816
34,34,"fox","box",22,156887,"rhyme-same_different-task_switching-phon_sim",1025.2999997139,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""box"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""fox"" width=""300""></div>",1,NA,"Yes","no","arrowup","ortho",2.67,3,"low_verbal","wDmKNbjb",0.95,0.85,2,3.6607,3.0426,0.6181
35,35,"fox","socks",22,62200,"rhyme-task_switching-phon_sim-same_different",1649.39999997616,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""socks"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""fox"" width=""300""></div>",1,NA,"Yes","no","arrowup","non-ortho",4.166667,4.1,"high_verbal","c8Txd3Z5",0.9,0.85,2,2.9699,3.0426,0.0727000000000002
36,36,"hat","cat",22,92905,"rhyme-task_switching-same_different-phon_sim",1483.6,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""cat"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""hat"" width=""300""></div>",1,NA,"No","I said the pictures in my head before choosing.","arrowup","ortho",1.75,3.9,"low_verbal","Xa9ISMwC",0.9,1,2,3.5294,3.5151,0.0143
37,37,"heart","dart",22,56989,"rhyme-task_switching-same_different-phon_sim",2236.40000000596,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""dart"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""heart"" width=""300""></div>",0,NA,"Yes","no_answer","arrowup","non-ortho",2.83333333333333,3.2,"low_verbal","hRiDYGB2",0.9,0.9,2,1.9956,4.0953,2.0997
38,38,"leg","egg",22,46526,"rhyme-phon_sim-same_different-task_switching",1979.80000001192,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""egg"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""leg"" width=""300""></div>",1,NA,"No","said mentally","arrowup","ortho",4.166667,3.8,"high_verbal","RHqN8QGm",0.95,0.85,2,3.1235,3.4598,0.3363
39,39,"moon","spoon",22,76964,"rhyme-task_switching-phon_sim-same_different",1172.69999999925,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""spoon"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""moon"" width=""300""></div>",1,NA,"No","Some of the pictures weren't clear as to what it was mainly about. I said the words in my head","arrowup","ortho",2.58,2.4,"low_verbal","GJMX4RUC",1,0.95,2,2.5899,3.4064,0.8165
40,40,"ring","egg",22,2381537,"rhyme-same_different-phon_sim-task_switching",1713,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""egg"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""ring"" width=""300""></div>",1,NA,"Yes","I just went with my gut intuition","arrowdown","NR",4.75,5,"high_verbal","DuDDHkI9",0.95,0.9,2,3.1235,3.675,0.5515
41,41,"rope","soap",22,126011,"rhyme-phon_sim-task_switching-same_different",1253.60000000149,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""soap"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""rope"" width=""300""></div>",1,NA,"Yes","No","arrowup","non-ortho",2.25,1.8,"low_verbal","AZihdj82",0.8,1,1,2.8899,3.0641,0.1742
42,42,"rope","soap",22,61540,"rhyme-task_switching-same_different-phon_sim",1302.5,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""soap"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""rope"" width=""300""></div>",1,NA,"No","np","arrowup","non-ortho",2.92,4.2,"low_verbal","7rrmnKSW",0.8,1,2,2.8899,3.0641,0.1742
43,43,"rose","well",22,111425,"rhyme-task_switching-phon_sim-same_different",2216.20000000298,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""well"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""rose"" width=""300""></div>",1,NA,"Yes","It got easier as I knew each picture better.","arrowdown","NR",4.75,4.5,"high_verbal","NRFUWLZO",0.95,0.95,2,5.1833,3.4322,1.7511
44,44,"screw","train",22,114839,"rhyme-phon_sim-same_different-task_switching",2229.29999999702,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""train"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""screw"" width=""300""></div>",1,NA,"Yes","nothing","arrowdown","NR",4.67,4.7,"high_verbal","lcQfoynH",0.95,1,2,3.6857,3.2817,0.404
45,45,"seal","wheel",22,110384,"rhyme-task_switching-same_different-phon_sim",NA,"rhyme","null","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""wheel"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""seal"" width=""300""></div>",0,NA,"No","no","arrowup","non-ortho",2.33,2.5,"low_verbal","TFWelN7f",0.75,0.75,1,3.1402,2.8768,0.2634
46,46,"shoe","screw",22,46963,"rhyme-same_different-phon_sim-task_switching",1378.10000000894,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""screw"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""shoe"" width=""300""></div>",1,NA,"No","I said the words in my head.","arrowup","non-ortho",4.67,4.4,"high_verbal","2Ie4vXKm",1,0.85,2,3.2817,3.1906,0.0911
47,47,"soap","pope",22,88888,"rhyme-phon_sim-task_switching-same_different",1543.59999999404,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""pope"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""soap"" width=""300""></div>",1,NA,"Yes","Sometimes it seemed like I was trying to make words rhyme by the way I was saying them.","arrowup","non-ortho",2.91666666666667,3.3,"low_verbal","Ds5BnIYz",0.45,0.8,2,2.738,2.8899,0.1519
48,48,"square","bear",22,79976,"rhyme-task_switching-same_different-phon_sim",2465,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""bear"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""square"" width=""300""></div>",1,NA,"No","I mentally ""stated"" the words as a pair.","arrowup","non-ortho",1.67,3.3,"low_verbal","UhCBWnbb",0.95,0.85,2,3.4667,3.2098,0.2569
49,49,"tie","dart",22,90048,"rhyme-task_switching-same_different-phon_sim",2305.09999999404,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""dart"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""tie"" width=""300""></div>",1,NA,"Yes","no_answer","arrowdown","NR",3,3.8,"low_verbal","xa4C6HC1",0.9,0.7,2,1.9956,3.3555,1.3599
50,50,"train","plane",22,155318,"rhyme-same_different-task_switching-phon_sim",1283.60000002384,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""plane"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""train"" width=""300""></div>",1,NA,"No","some were hard to tell what they were supposed to be","arrowup","non-ortho",1.42,2.7,"low_verbal","fX6rWWkd",0.35,0.95,2,3.6878,3.6857,0.00209999999999999
51,51,"tree","key",22,80846,"rhyme-phon_sim-same_different-task_switching",1821,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""key"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""tree"" width=""300""></div>",0,NA,"Yes","used the pictures after I had seen them a few times","arrowup","non-ortho",4.83333333333333,4,"high_verbal","xnNpmgQR",0.95,0.85,1,3.6465,3.5206,0.1259
52,52,"whale","jar",22,55658,"rhyme-task_switching-same_different-phon_sim",4899.19999999553,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""jar"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""whale"" width=""300""></div>",1,NA,"No","No, I just said it in my head rather than out loud.","arrowdown","NR",4.75,4.5,"high_verbal","XWkUpOyp",0.95,0.95,2,2.6284,2.7597,0.1313
53,53,"whale","nail",22,64666,"rhyme-task_switching-phon_sim-same_different",2787.09999990463,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""nail"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""whale"" width=""300""></div>",1,NA,"No","no_answer","arrowup","non-ortho",4.25,3.7,"high_verbal","ts7nbQkN",0.95,0.95,1,2.9786,2.7597,0.2189
54,54,"whale","nail",22,205117,"rhyme-same_different-task_switching-phon_sim",2661,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""nail"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""whale"" width=""300""></div>",1,NA,"Yes","I tried to quickly reference in my mind if I had heard the two words referenced together in rhyme before. I also tried to think ahead about what rhymed with certain words.","arrowup","non-ortho",5,4.8,"high_verbal","m6nAacjH",0.95,0.95,2,2.9786,2.7597,0.2189
55,55,"bag","flag",25,128338,"rhyme-phon_sim-task_switching-same_different",1075.60000000149,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""flag"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""bag"" width=""300""></div>",1,NA,"Yes","No","arrowup","ortho",2.25,1.8,"low_verbal","AZihdj82",0.9,0.95,2,2.9509,3.681,0.7301
56,56,"bag","flag",25,264538,"rhyme-same_different-phon_sim-task_switching",1654,"rhyme","arrowup","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""flag"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""bag"" width=""300""></div>",1,NA,"Yes","think of the most simple word for the image","arrowup","ortho",4.25,4.1,"high_verbal","sZLRQDIR",0.9,0.95,2,2.9509,3.681,0.7301
57,57,"beer","claw",25,117914,"rhyme-phon_sim-same_different-task_switching",2298.89999999851,"rhyme","arrowdown","experiment","<div style=""border: 3px solid #000000; position: fixed;left:14%;top:30%""><img src=""claw"" width=""300""></div><div style=""border: 3px solid #000000; position: fixed;left:64%;top:30%""><img src=""beer"" width=""300""></div>",1,NA,"Yes","nothing","arrowdown","NR",4.67,4.7,"high_verbal","lcQfoynH",0.55,0.75,3,2.3502,3.5856,1.2354
