workerId,VerbalScored
240181,4.58333333333333
240184,3.41666666666667
240196,3.91666666666667
240202,3.16666666666667
240214,4
240226,3.75
240256,3.16666666666667
240268,3.16666666666667
240286,3.5
240298,3.83333333333333
240319,3.16666666666667
240352,3.33333333333333
240367,4.66666666666667
240373,4.66666666666667
240376,3.75
240385,3.75
240388,3.41666666666667
240397,4.33333333333333
240412,3.83333333333333
240433,3.41666666666667
240448,3.66666666666667
240454,3.83333333333333
240475,4
240499,4.58333333333333
240508,2.83333333333333
240520,2.75
240532,3.91666666666667
240535,4.25
240541,3.08333333333333
240544,3.91666666666667
240559,3
240571,3.08333333333333
240577,3.75
240580,4.08333333333333
240586,4.41666666666667
240949,3.83333333333333
240961,3.41666666666667
240967,3.25
241009,3.83333333333333
241021,3.91666666666667
241030,3.41666666666667
241078,3.5
241138,4.33333333333333
241141,3.08333333333333
241156,3.41666666666667
241174,4.33333333333333
241177,4.66666666666667
241219,3.33333333333333
241234,2.33333333333333
241267,4.16666666666667
241318,3
241375,4.83333333333333
241399,4.33333333333333
241441,3.66666666666667
241450,4.25
241459,3.75
241483,3.75
241513,3.75
241585,3.58333333333333
241588,4.58333333333333
241606,3.83333333333333
241633,4.16666666666667
241651,5
241666,4.58333333333333
241684,3.41666666666667
241705,4.5
241708,3.58333333333333
241735,3.41666666666667
241738,2.91666666666667
241747,3
241756,3.91666666666667
241771,4.25
241783,3.33333333333333
241786,4.58333333333333
241798,3.75
241801,3.25
241819,4
241840,3.16666666666667
241849,4
241861,4
241894,4.16666666666667
241903,3.16666666666667
241918,3.83333333333333
241927,3.16666666666667
241936,3.66666666666667
241939,2.5
241981,3.08333333333333
241984,4.41666666666667
242002,3.91666666666667
242032,3.5
242068,4.16666666666667
242089,4.41666666666667
242506,4.16666666666667
242515,2.66666666666667
242524,3.83333333333333
242527,3.5
242548,3.83333333333333
242560,2.75
242575,3.58333333333333
242641,4.41666666666667
242650,3.83333333333333
242671,4.25
242698,4.16666666666667
242704,3.75
242743,3.83333333333333
242746,3.66666666666667
242749,4.91666666666667
242758,3.16666666666667
242815,3.16666666666667
242833,3.91666666666667
242881,4.25
242887,3.66666666666667
242914,3.83333333333333
242917,4.58333333333333
242950,4.16666666666667
242971,3.83333333333333
243004,3.83333333333333
243037,4
243040,4.83333333333333
243043,3.75
243055,4.66666666666667
243070,4.5
243094,3.08333333333333
243100,4.08333333333333
243118,4.41666666666667
243157,2.83333333333333
243178,4.33333333333333
243181,3.66666666666667
243196,4.16666666666667
243235,4.83333333333333
243244,3.58333333333333
243271,3.5
243295,3.83333333333333
243301,4
244015,3.75
244024,4.41666666666667
244027,3.83333333333333
244087,3.58333333333333
244156,4.33333333333333
244183,3.83333333333333
244279,4.58333333333333
244288,3.75
244321,4.66666666666667
244345,2.91666666666667
244390,3.41666666666667
244462,3.66666666666667
244468,2.58333333333333
244495,4.41666666666667
244558,3.66666666666667
244621,4.33333333333333
244684,3.5
244690,3.41666666666667
244720,3.5
244747,3.83333333333333
244801,3.25
244870,4.41666666666667
244876,2.91666666666667
244921,3.16666666666667
244936,3.91666666666667
244966,3.75
245035,3.83333333333333
245083,4.16666666666667
245581,3.08333333333333
245590,4.33333333333333
245593,3.08333333333333
245596,4.08333333333333
245620,4.66666666666667
245629,4.16666666666667
245638,4.08333333333333
245641,4.41666666666667
245644,4.16666666666667
245647,3.41666666666667
