"","worker_id","condition","trial_index","time_elapsed","start_time","experiment_order","rt","experiment","phase","stimulus","answer","correct","operation","symbol_cue","trial_no","color_cue","talk_out_loud","strategy_free_ans","VerbalScored","VisualScored","high_low_verbal","correct_if_add","correct_if_subtract","trial_no_ptcpt","list_completion","operation_used","correct_operation","correct_arithmetic","switching_is_correct"
"21","77543","uncued",254,736204,2022-10-01 21:53:37,"task_switching-rhyme-phon_sim-same_different",4126.70000004768,"task_switching","experiment",71,68,0,"add",NA,20,NA,"No","remember both the other numbers",4.58333333333333,3.8,"high_verbal",74,68,141,92.3538999999762,"subtract",0,1,1
"22","77543","uncued",255,741281,2022-10-01 21:53:37,"task_switching-rhyme-phon_sim-same_different",5071.5,"task_switching","experiment",22,25,0,"subtract",NA,21,NA,"No","remember both the other numbers",4.58333333333333,3.8,"high_verbal",25,19,142,92.3538999999762,"add",0,1,1
"23","77543","uncued",256,744612,2022-10-01 21:53:37,"task_switching-rhyme-phon_sim-same_different",3327.39999997616,"task_switching","experiment",73,70,0,"add",NA,22,NA,"No","remember both the other numbers",4.58333333333333,3.8,"high_verbal",76,70,143,92.3538999999762,"subtract",0,1,1
"24","77543","uncued",257,747873,2022-10-01 21:53:37,"task_switching-rhyme-phon_sim-same_different",3256.5,"task_switching","experiment",82,79,1,"subtract",NA,23,NA,"No","remember both the other numbers",4.58333333333333,3.8,"high_verbal",85,79,144,92.3538999999762,"subtract",1,1,0
"25","77543","uncued",258,749264,2022-10-01 21:53:37,"task_switching-rhyme-phon_sim-same_different",1387,"task_switching","experiment",41,44,1,"add",NA,24,NA,"No","remember both the other numbers",4.58333333333333,3.8,"high_verbal",44,38,145,92.3538999999762,"add",1,1,1
"26","77543","uncued",259,751684,2022-10-01 21:53:37,"task_switching-rhyme-phon_sim-same_different",2415,"task_switching","experiment",50,47,1,"subtract",NA,25,NA,"No","remember both the other numbers",4.58333333333333,3.8,"high_verbal",53,47,146,92.3538999999762,"subtract",1,1,1
"27","77543","uncued",260,753363,2022-10-01 21:53:37,"task_switching-rhyme-phon_sim-same_different",1674.20000004768,"task_switching","experiment",86,89,1,"add",NA,26,NA,"No","remember both the other numbers",4.58333333333333,3.8,"high_verbal",89,83,147,92.3538999999762,"add",1,1,1
"28","77543","uncued",261,755758,2022-10-01 21:53:37,"task_switching-rhyme-phon_sim-same_different",2391.89999997616,"task_switching","experiment",53,50,1,"subtract",NA,27,NA,"No","remember both the other numbers",4.58333333333333,3.8,"high_verbal",56,50,148,92.3538999999762,"subtract",1,1,1
"29","77543","uncued",262,757662,2022-10-01 21:53:37,"task_switching-rhyme-phon_sim-same_different",1899,"task_switching","experiment",67,70,1,"add",NA,28,NA,"No","remember both the other numbers",4.58333333333333,3.8,"high_verbal",70,64,149,92.3538999999762,"add",1,1,1
"30","77543","uncued",263,761157,2022-10-01 21:53:37,"task_switching-rhyme-phon_sim-same_different",3489.89999997616,"task_switching","experiment",13,10,1,"subtract",NA,29,NA,"No","remember both the other numbers",4.58333333333333,3.8,"high_verbal",16,10,150,92.3538999999762,"subtract",1,1,1
"31","77593","uncued",182,633071,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1401.80000019073,"task_switching","experiment",72,75,1,"add",NA,0,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",75,69,91,59.9343999977112,"add",1,1,1
"32","77593","uncued",183,634495,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1422.80000019073,"task_switching","experiment",37,34,1,"subtract",NA,1,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",40,34,92,59.9343999977112,"subtract",1,1,1
"33","77593","uncued",184,635947,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1450.39999961853,"task_switching","experiment",87,90,1,"add",NA,2,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",90,84,93,59.9343999977112,"add",1,1,1
"34","77593","uncued",185,637625,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1676.39999961853,"task_switching","experiment",43,40,1,"subtract",NA,3,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",46,40,94,59.9343999977112,"subtract",1,1,1
"35","77593","uncued",186,639515,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1888.19999980927,"task_switching","experiment",86,89,1,"add",NA,4,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",89,83,95,59.9343999977112,"add",1,1,1
"36","77593","uncued",187,641346,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1828.89999961853,"task_switching","experiment",65,62,1,"subtract",NA,5,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",68,62,96,59.9343999977112,"subtract",1,1,1
"37","77593","uncued",188,642600,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1252.5,"task_switching","experiment",52,55,1,"add",NA,6,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",55,49,97,59.9343999977112,"add",1,1,1
"38","77593","uncued",189,643984,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1381.70000076294,"task_switching","experiment",29,26,1,"subtract",NA,7,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",32,26,98,59.9343999977112,"subtract",1,1,1
"39","77593","uncued",190,646618,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2632.69999980927,"task_switching","experiment",26,29,1,"add",NA,8,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",29,23,99,59.9343999977112,"add",1,1,1
"40","77593","uncued",191,649584,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2964.80000019073,"task_switching","experiment",51,48,1,"subtract",NA,9,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",54,48,100,59.9343999977112,"subtract",1,1,1
"41","77593","uncued",192,651430,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1843.5999994278,"task_switching","experiment",62,65,1,"add",NA,10,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",65,59,101,59.9343999977112,"add",1,1,1
"42","77593","uncued",193,653475,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2043.30000019073,"task_switching","experiment",84,81,1,"subtract",NA,11,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",87,81,102,59.9343999977112,"subtract",1,1,1
"43","77593","uncued",194,655094,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1617,"task_switching","experiment",19,22,1,"add",NA,12,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",22,16,103,59.9343999977112,"add",1,1,1
"44","77593","uncued",195,659819,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",4723.5,"task_switching","experiment",41,38,1,"subtract",NA,13,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",44,38,104,59.9343999977112,"subtract",1,1,1
"45","77593","uncued",196,662217,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2396.0999994278,"task_switching","experiment",56,59,1,"add",NA,14,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",59,53,105,59.9343999977112,"add",1,1,1
"46","77593","uncued",197,664490,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2272,"task_switching","experiment",81,78,1,"subtract",NA,15,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",84,78,106,59.9343999977112,"subtract",1,1,1
"47","77593","uncued",198,666022,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1530.39999961853,"task_switching","experiment",42,45,1,"add",NA,16,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",45,39,107,59.9343999977112,"add",1,1,1
"48","77593","uncued",199,667837,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1813.19999980927,"task_switching","experiment",50,47,1,"subtract",NA,17,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",53,47,108,59.9343999977112,"subtract",1,1,1
"49","77593","uncued",200,669524,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1684.5,"task_switching","experiment",90,93,1,"add",NA,18,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",93,87,109,59.9343999977112,"add",1,1,1
"50","77593","uncued",201,671374,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1849.19999980927,"task_switching","experiment",75,72,1,"subtract",NA,19,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",78,72,110,59.9343999977112,"subtract",1,1,1
"51","77593","uncued",202,673712,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2335.5999994278,"task_switching","experiment",83,86,1,"add",NA,20,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",86,80,111,59.9343999977112,"add",1,1,1
"52","77593","uncued",203,675035,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1321.5,"task_switching","experiment",18,15,1,"subtract",NA,21,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",21,15,112,59.9343999977112,"subtract",1,1,1
"53","77593","uncued",204,677937,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2900,"task_switching","experiment",59,62,1,"add",NA,22,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",62,56,113,59.9343999977112,"add",1,1,1
"54","77593","uncued",205,679440,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1500.9000005722,"task_switching","experiment",93,90,1,"subtract",NA,23,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",96,90,114,59.9343999977112,"subtract",1,1,1
"55","77593","uncued",206,681572,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2130.5,"task_switching","experiment",35,38,1,"add",NA,24,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",38,32,115,59.9343999977112,"add",1,1,1
"56","77593","uncued",207,684108,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2534.29999923706,"task_switching","experiment",63,60,1,"subtract",NA,25,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",66,60,116,59.9343999977112,"subtract",1,1,1
"57","77593","uncued",208,686347,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2237.9000005722,"task_switching","experiment",58,61,1,"add",NA,26,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",61,55,117,59.9343999977112,"add",1,1,1
"58","77593","uncued",209,687538,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1189.19999980927,"task_switching","experiment",17,14,1,"subtract",NA,27,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",20,14,118,59.9343999977112,"subtract",1,1,1
"59","77593","uncued",210,690029,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",2489,"task_switching","experiment",27,30,1,"add",NA,28,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",30,24,119,59.9343999977112,"add",1,1,1
"60","77593","uncued",211,691653,2022-09-30 23:42:52,"task_switching-rhyme-phon_sim-same_different",1622.5,"task_switching","experiment",23,20,1,"subtract",NA,29,NA,"No","In my head I said ""Add"" or ""subtract"" to keep track of which operation to perform.",4.75,4.4,"high_verbal",26,20,120,59.9343999977112,"subtract",1,1,1
"61","77763","uncued",327,667897,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2153.90000000596,"task_switching","experiment",56,59,1,"add",NA,0,NA,"No","N/A",3,3.8,"low_verbal",59,53,61,75.5204999999851,"add",1,1,1
"62","77763","uncued",328,672360,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",4459.89999999106,"task_switching","experiment",60,57,1,"subtract",NA,1,NA,"No","N/A",3,3.8,"low_verbal",63,57,62,75.5204999999851,"subtract",1,1,1
"63","77763","uncued",329,674346,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1981.79999999702,"task_switching","experiment",50,53,1,"add",NA,2,NA,"No","N/A",3,3.8,"low_verbal",53,47,63,75.5204999999851,"add",1,1,1
"64","77763","uncued",330,676901,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2552.10000000894,"task_switching","experiment",47,44,1,"subtract",NA,3,NA,"No","N/A",3,3.8,"low_verbal",50,44,64,75.5204999999851,"subtract",1,1,1
"65","77763","uncued",331,678877,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1972.5,"task_switching","experiment",95,98,1,"add",NA,4,NA,"No","N/A",3,3.8,"low_verbal",98,92,65,75.5204999999851,"add",1,1,1
"66","77763","uncued",332,681316,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2436.29999999702,"task_switching","experiment",76,73,1,"subtract",NA,5,NA,"No","N/A",3,3.8,"low_verbal",79,73,66,75.5204999999851,"subtract",1,1,1
"67","77763","uncued",333,684658,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",3339.79999999702,"task_switching","experiment",55,58,1,"add",NA,6,NA,"No","N/A",3,3.8,"low_verbal",58,52,67,75.5204999999851,"add",1,1,1
"68","77763","uncued",334,688718,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",4056.40000000596,"task_switching","experiment",61,58,1,"subtract",NA,7,NA,"No","N/A",3,3.8,"low_verbal",64,58,68,75.5204999999851,"subtract",1,1,1
"69","77763","uncued",335,690626,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1903.29999999702,"task_switching","experiment",45,48,1,"add",NA,8,NA,"No","N/A",3,3.8,"low_verbal",48,42,69,75.5204999999851,"add",1,1,1
"70","77763","uncued",336,692925,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2296.40000000596,"task_switching","experiment",77,74,1,"subtract",NA,9,NA,"No","N/A",3,3.8,"low_verbal",80,74,70,75.5204999999851,"subtract",1,1,1
"71","77763","uncued",337,695143,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2214.5,"task_switching","experiment",82,85,1,"add",NA,10,NA,"No","N/A",3,3.8,"low_verbal",85,79,71,75.5204999999851,"add",1,1,1
"72","77763","uncued",338,696716,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1569.59999999404,"task_switching","experiment",36,33,1,"subtract",NA,11,NA,"No","N/A",3,3.8,"low_verbal",39,33,72,75.5204999999851,"subtract",1,1,1
"73","77763","uncued",339,698525,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1805.90000000596,"task_switching","experiment",44,47,1,"add",NA,12,NA,"No","N/A",3,3.8,"low_verbal",47,41,73,75.5204999999851,"add",1,1,1
"74","77763","uncued",340,701821,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",3293,"task_switching","experiment",78,75,1,"subtract",NA,13,NA,"No","N/A",3,3.8,"low_verbal",81,75,74,75.5204999999851,"subtract",1,1,1
"75","77763","uncued",341,703655,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1831,"task_switching","experiment",46,49,1,"add",NA,14,NA,"No","N/A",3,3.8,"low_verbal",49,43,75,75.5204999999851,"add",1,1,1
"76","77763","uncued",342,705935,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2277.39999999106,"task_switching","experiment",33,30,1,"subtract",NA,15,NA,"No","N/A",3,3.8,"low_verbal",36,30,76,75.5204999999851,"subtract",1,1,1
"77","77763","uncued",343,708473,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2535,"task_switching","experiment",72,75,1,"add",NA,16,NA,"No","N/A",3,3.8,"low_verbal",75,69,77,75.5204999999851,"add",1,1,1
"78","77763","uncued",344,710157,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1680.5,"task_switching","experiment",66,63,1,"subtract",NA,17,NA,"No","N/A",3,3.8,"low_verbal",69,63,78,75.5204999999851,"subtract",1,1,1
"79","77763","uncued",345,711957,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1796.79999999702,"task_switching","experiment",87,90,1,"add",NA,18,NA,"No","N/A",3,3.8,"low_verbal",90,84,79,75.5204999999851,"add",1,1,1
"80","77763","uncued",346,714800,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2839.5,"task_switching","experiment",93,90,1,"subtract",NA,19,NA,"No","N/A",3,3.8,"low_verbal",96,90,80,75.5204999999851,"subtract",1,1,1
"81","77763","uncued",347,717716,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2912.70000000298,"task_switching","experiment",67,80,0,"add",NA,20,NA,"No","N/A",3,3.8,"low_verbal",70,64,81,75.5204999999851,"add",1,0,0
"82","77763","uncued",348,721356,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",3636.20000000298,"task_switching","experiment",85,82,1,"subtract",NA,21,NA,"No","N/A",3,3.8,"low_verbal",88,82,82,75.5204999999851,"subtract",1,1,1
"83","77763","uncued",349,723744,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2384.39999999106,"task_switching","experiment",59,62,1,"add",NA,22,NA,"No","N/A",3,3.8,"low_verbal",62,56,83,75.5204999999851,"add",1,1,1
"84","77763","uncued",350,726327,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2579.20000000298,"task_switching","experiment",65,62,1,"subtract",NA,23,NA,"No","N/A",3,3.8,"low_verbal",68,62,84,75.5204999999851,"subtract",1,1,1
"85","77763","uncued",351,727961,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1630.79999999702,"task_switching","experiment",23,26,1,"add",NA,24,NA,"No","N/A",3,3.8,"low_verbal",26,20,85,75.5204999999851,"add",1,1,1
"86","77763","uncued",352,729960,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1996.70000000298,"task_switching","experiment",26,23,1,"subtract",NA,25,NA,"No","N/A",3,3.8,"low_verbal",29,23,86,75.5204999999851,"subtract",1,1,1
"87","77763","uncued",353,733601,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",3637.79999999702,"task_switching","experiment",91,94,1,"add",NA,26,NA,"No","N/A",3,3.8,"low_verbal",94,88,87,75.5204999999851,"add",1,1,1
"88","77763","uncued",354,735915,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",2310.40000000596,"task_switching","experiment",29,26,1,"subtract",NA,27,NA,"No","N/A",3,3.8,"low_verbal",32,26,88,75.5204999999851,"subtract",1,1,1
"89","77763","uncued",355,737753,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",1834.89999999106,"task_switching","experiment",43,46,1,"add",NA,28,NA,"No","N/A",3,3.8,"low_verbal",46,40,89,75.5204999999851,"add",1,1,1
"90","77763","uncued",356,741357,2022-10-01 21:54:26,"rhyme-task_switching-same_different-phon_sim",3601.79999999702,"task_switching","experiment",89,86,1,"subtract",NA,29,NA,"No","N/A",3,3.8,"low_verbal",92,86,90,75.5204999999851,"subtract",1,1,1
"91","77815","uncued",234,678761,2022-10-02 13:54:54,"task_switching-rhyme-phon_sim-same_different",1735.80000000075,"task_switching","experiment",13,16,1,"add",NA,0,NA,"Yes","N/A",4.83333333333333,4.6,"high_verbal",16,10,121,81.8407000000011,"add",1,1,1
"92","77815","uncued",235,680728,2022-10-02 13:54:54,"task_switching-rhyme-phon_sim-same_different",1964.69999999925,"task_switching","experiment",15,12,1,"subtract",NA,1,NA,"Yes","N/A",4.83333333333333,4.6,"high_verbal",18,12,122,81.8407000000011,"subtract",1,1,1
"93","77815","uncued",236,682400,2022-10-02 13:54:54,"task_switching-rhyme-phon_sim-same_different",1670,"task_switching","experiment",23,26,1,"add",NA,2,NA,"Yes","N/A",4.83333333333333,4.6,"high_verbal",26,20,123,81.8407000000011,"add",1,1,1
"94","77815","uncued",237,687162,2022-10-02 13:54:54,"task_switching-rhyme-phon_sim-same_different",4760.10000000149,"task_switching","experiment",62,59,1,"subtract",NA,3,NA,"Yes","N/A",4.83333333333333,4.6,"high_verbal",65,59,124,81.8407000000011,"subtract",1,1,1
"95","77815","uncued",238,689683,2022-10-02 13:54:54,"task_switching-rhyme-phon_sim-same_different",2518.09999999963,"task_switching","experiment",76,79,1,"add",NA,4,NA,"Yes","N/A",4.83333333333333,4.6,"high_verbal",79,73,125,81.8407000000011,"add",1,1,1
"96","77815","uncued",239,691312,2022-10-02 13:54:54,"task_switching-rhyme-phon_sim-same_different",1626.79999999888,"task_switching","experiment",36,33,1,"subtract",NA,5,NA,"Yes","N/A",4.83333333333333,4.6,"high_verbal",39,33,126,81.8407000000011,"subtract",1,1,1
