"","worker_id","condition","trial_index","time_elapsed","start_time","experiment_order","rt","experiment","stimulus","answer","correct","operation","symbol_cue","color_cue","talk_out_loud","strategy_free_ans","VerbalScored","VisualScored","high_low_verbal","correct_if_add","correct_if_subtract","list_completion","operation_used","correct_operation","correct_arithmetic","switching_is_correct"
"11","A10JXOU89D5RXR","uncued",244,624817,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1780,"task_switching",30,33,1,"add",NA,NA,"Yes","no",3.25,4.4,"low_verbal",33,27,78.6108000001609,"add",1,1,1
"12","A10JXOU89D5RXR","uncued",245,626729,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1908.20000001788,"task_switching",69,66,1,"subtract",NA,NA,"Yes","no",3.25,4.4,"low_verbal",72,66,78.6108000001609,"subtract",1,1,1
"13","A10JXOU89D5RXR","uncued",246,628672,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1936.5,"task_switching",38,41,1,"add",NA,NA,"Yes","no",3.25,4.4,"low_verbal",41,35,78.6108000001609,"add",1,1,1
"14","A10JXOU89D5RXR","uncued",247,631416,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2738.80000001192,"task_switching",81,78,1,"subtract",NA,NA,"Yes","no",3.25,4.4,"low_verbal",84,78,78.6108000001609,"subtract",1,1,1
"15","A10JXOU89D5RXR","uncued",248,640474,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",9053.59999999404,"task_switching",61,64,1,"add",NA,NA,"Yes","no",3.25,4.4,"low_verbal",64,58,78.6108000001609,"add",1,1,1
"16","A10JXOU89D5RXR","uncued",249,642537,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2058.30000001192,"task_switching",25,22,1,"subtract",NA,NA,"Yes","no",3.25,4.4,"low_verbal",28,22,78.6108000001609,"subtract",1,1,1
"17","A10JXOU89D5RXR","uncued",250,646760,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",4219,"task_switching",36,39,1,"add",NA,NA,"Yes","no",3.25,4.4,"low_verbal",39,33,78.6108000001609,"add",1,1,1
"18","A10JXOU89D5RXR","uncued",251,649097,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2331.70000001788,"task_switching",75,72,1,"subtract",NA,NA,"Yes","no",3.25,4.4,"low_verbal",78,72,78.6108000001609,"subtract",1,1,1
"19","A10JXOU89D5RXR","uncued",252,651009,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1906.5,"task_switching",32,35,1,"add",NA,NA,"Yes","no",3.25,4.4,"low_verbal",35,29,78.6108000001609,"add",1,1,1
"20","A10JXOU89D5RXR","uncued",253,654113,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",3100.40000000596,"task_switching",59,56,1,"subtract",NA,NA,"Yes","no",3.25,4.4,"low_verbal",62,56,78.6108000001609,"subtract",1,1,1
"21","A10JXOU89D5RXR","uncued",254,657362,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",3244.29999998212,"task_switching",19,22,1,"add",NA,NA,"Yes","no",3.25,4.4,"low_verbal",22,16,78.6108000001609,"add",1,1,1
"22","A10JXOU89D5RXR","uncued",255,659651,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2282.30000001192,"task_switching",77,74,1,"subtract",NA,NA,"Yes","no",3.25,4.4,"low_verbal",80,74,78.6108000001609,"subtract",1,1,1
"23","A10JXOU89D5RXR","uncued",256,661497,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1842.70000001788,"task_switching",18,21,1,"add",NA,NA,"Yes","no",3.25,4.4,"low_verbal",21,15,78.6108000001609,"add",1,1,1
"24","A10JXOU89D5RXR","uncued",257,663770,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2268.70000001788,"task_switching",56,53,1,"subtract",NA,NA,"Yes","no",3.25,4.4,"low_verbal",59,53,78.6108000001609,"subtract",1,1,1
"25","A10JXOU89D5RXR","uncued",258,666105,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2330.5,"task_switching",35,38,1,"add",NA,NA,"Yes","no",3.25,4.4,"low_verbal",38,32,78.6108000001609,"add",1,1,1
"26","A10JXOU89D5RXR","uncued",259,668193,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2081.5,"task_switching",66,63,1,"subtract",NA,NA,"Yes","no",3.25,4.4,"low_verbal",69,63,78.6108000001609,"subtract",1,1,1
"27","A10JXOU89D5RXR","uncued",260,669977,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",1779.80000001192,"task_switching",71,74,1,"add",NA,NA,"Yes","no",3.25,4.4,"low_verbal",74,68,78.6108000001609,"add",1,1,1
"28","A10JXOU89D5RXR","uncued",261,672802,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2819.80000001192,"task_switching",55,52,1,"subtract",NA,NA,"Yes","no",3.25,4.4,"low_verbal",58,52,78.6108000001609,"subtract",1,1,1
"29","A10JXOU89D5RXR","uncued",262,674994,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2188.20000001788,"task_switching",68,71,1,"add",NA,NA,"Yes","no",3.25,4.4,"low_verbal",71,65,78.6108000001609,"add",1,1,1
"30","A10JXOU89D5RXR","uncued",263,677073,2022-05-18 15:11:54,"task_switching-rhyme-same_different-phon_sim",2072,"task_switching",64,61,1,"subtract",NA,NA,"Yes","no",3.25,4.4,"low_verbal",67,61,78.6108000001609,"subtract",1,1,1
"31","A12HZGOZQD5YK7","uncued",182,437044,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",3642.69999992847,"task_switching",86,89,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",89,83,73.9006999999285,"add",1,1,1
"32","A12HZGOZQD5YK7","uncued",183,441800,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",4754.39999997616,"task_switching",21,18,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",24,18,73.9006999999285,"subtract",1,1,1
"33","A12HZGOZQD5YK7","uncued",184,443150,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1348.10000002384,"task_switching",30,33,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",33,27,73.9006999999285,"add",1,1,1
"34","A12HZGOZQD5YK7","uncued",185,445890,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2738.89999997616,"task_switching",95,92,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",98,92,73.9006999999285,"subtract",1,1,1
"35","A12HZGOZQD5YK7","uncued",186,448147,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2255.29999995232,"task_switching",32,35,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",35,29,73.9006999999285,"add",1,1,1
"36","A12HZGOZQD5YK7","uncued",187,449691,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1543,"task_switching",73,70,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",76,70,73.9006999999285,"subtract",1,1,1
"37","A12HZGOZQD5YK7","uncued",188,451428,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1735.10000002384,"task_switching",76,79,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",79,73,73.9006999999285,"add",1,1,1
"38","A12HZGOZQD5YK7","uncued",189,453350,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1919.90000009537,"task_switching",69,66,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",72,66,73.9006999999285,"subtract",1,1,1
"39","A12HZGOZQD5YK7","uncued",190,456604,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",3251.79999995232,"task_switching",17,20,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",20,14,73.9006999999285,"add",1,1,1
"40","A12HZGOZQD5YK7","uncued",191,458311,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1705.79999995232,"task_switching",88,85,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",91,85,73.9006999999285,"subtract",1,1,1
"41","A12HZGOZQD5YK7","uncued",192,460310,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1997.10000002384,"task_switching",37,40,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",40,34,73.9006999999285,"add",1,1,1
"42","A12HZGOZQD5YK7","uncued",193,464721,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",4409.79999995232,"task_switching",91,88,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",94,88,73.9006999999285,"subtract",1,1,1
"43","A12HZGOZQD5YK7","uncued",194,467134,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2411.30000007153,"task_switching",46,49,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",49,43,73.9006999999285,"add",1,1,1
"44","A12HZGOZQD5YK7","uncued",195,469442,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2306.20000004768,"task_switching",20,17,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",23,17,73.9006999999285,"subtract",1,1,1
"45","A12HZGOZQD5YK7","uncued",196,471717,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2273.60000002384,"task_switching",81,84,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",84,78,73.9006999999285,"add",1,1,1
"46","A12HZGOZQD5YK7","uncued",197,476061,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",4342.69999992847,"task_switching",67,64,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",70,64,73.9006999999285,"subtract",1,1,1
"47","A12HZGOZQD5YK7","uncued",198,477675,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1612.89999997616,"task_switching",70,73,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",73,67,73.9006999999285,"add",1,1,1
"48","A12HZGOZQD5YK7","uncued",199,479901,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2223.89999997616,"task_switching",54,51,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",57,51,73.9006999999285,"subtract",1,1,1
"49","A12HZGOZQD5YK7","uncued",200,481497,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1594.89999997616,"task_switching",40,43,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",43,37,73.9006999999285,"add",1,1,1
"50","A12HZGOZQD5YK7","uncued",201,483243,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1744.39999997616,"task_switching",19,16,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",22,16,73.9006999999285,"subtract",1,1,1
"51","A12HZGOZQD5YK7","uncued",202,484767,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1521.40000009537,"task_switching",13,16,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",16,10,73.9006999999285,"add",1,1,1
"52","A12HZGOZQD5YK7","uncued",203,486496,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1727.20000004768,"task_switching",24,21,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",27,21,73.9006999999285,"subtract",1,1,1
"53","A12HZGOZQD5YK7","uncued",204,488506,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2008.10000002384,"task_switching",26,29,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",29,23,73.9006999999285,"add",1,1,1
"54","A12HZGOZQD5YK7","uncued",205,491143,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2635.79999995232,"task_switching",47,44,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",50,44,73.9006999999285,"subtract",1,1,1
"55","A12HZGOZQD5YK7","uncued",206,493493,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2348,"task_switching",27,30,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",30,24,73.9006999999285,"add",1,1,1
"56","A12HZGOZQD5YK7","uncued",207,497157,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",3662.79999995232,"task_switching",22,19,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",25,19,73.9006999999285,"subtract",1,1,1
"57","A12HZGOZQD5YK7","uncued",208,500029,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2870.29999995232,"task_switching",71,74,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",74,68,73.9006999999285,"add",1,1,1
"58","A12HZGOZQD5YK7","uncued",209,502659,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2626.89999997616,"task_switching",92,89,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",95,89,73.9006999999285,"subtract",1,1,1
"59","A12HZGOZQD5YK7","uncued",210,504422,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",1760.80000007153,"task_switching",57,60,1,"add",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",60,54,73.9006999999285,"add",1,1,1
"60","A12HZGOZQD5YK7","uncued",211,507351,2022-05-31 13:49:12,"task_switching-phon_sim-same_different-rhyme",2927.60000002384,"task_switching",41,38,1,"subtract",NA,NA,"No","I just added and subtracted and took my time when having to switch back and forth from adding and subtracting.",2.58,3.8,"low_verbal",44,38,73.9006999999285,"subtract",1,1,1
"61","A15T9HDPHV3X7Q","uncued",438,1129734,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1487.10000014305,"task_switching",17,20,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",20,14,62.4236000013351,"add",1,1,1
"62","A15T9HDPHV3X7Q","uncued",439,1131742,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",2005.59999990463,"task_switching",92,89,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",95,89,62.4236000013351,"subtract",1,1,1
"63","A15T9HDPHV3X7Q","uncued",440,1133226,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1482.70000004768,"task_switching",73,76,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",76,70,62.4236000013351,"add",1,1,1
"64","A15T9HDPHV3X7Q","uncued",441,1135132,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1903.70000004768,"task_switching",91,88,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",94,88,62.4236000013351,"subtract",1,1,1
"65","A15T9HDPHV3X7Q","uncued",442,1136500,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1366.60000014305,"task_switching",41,44,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",44,38,62.4236000013351,"add",1,1,1
"66","A15T9HDPHV3X7Q","uncued",443,1138836,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",2335,"task_switching",24,21,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",27,21,62.4236000013351,"subtract",1,1,1
"67","A15T9HDPHV3X7Q","uncued",444,1140800,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1962.5,"task_switching",95,98,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",98,92,62.4236000013351,"add",1,1,1
"68","A15T9HDPHV3X7Q","uncued",445,1142796,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1993.30000019073,"task_switching",19,16,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",22,16,62.4236000013351,"subtract",1,1,1
"69","A15T9HDPHV3X7Q","uncued",446,1145288,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",2491,"task_switching",58,61,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",61,55,62.4236000013351,"add",1,1,1
"70","A15T9HDPHV3X7Q","uncued",447,1147086,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1796.10000014305,"task_switching",46,43,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",49,43,62.4236000013351,"subtract",1,1,1
"71","A15T9HDPHV3X7Q","uncued",448,1148674,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1586.20000004768,"task_switching",56,59,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",59,53,62.4236000013351,"add",1,1,1
"72","A15T9HDPHV3X7Q","uncued",449,1150422,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1746.10000014305,"task_switching",93,90,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",96,90,62.4236000013351,"subtract",1,1,1
"73","A15T9HDPHV3X7Q","uncued",450,1157051,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",6626.89999985695,"task_switching",27,30,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",30,24,62.4236000013351,"add",1,1,1
"74","A15T9HDPHV3X7Q","uncued",451,1158680,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1626.90000009537,"task_switching",52,49,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",55,49,62.4236000013351,"subtract",1,1,1
"75","A15T9HDPHV3X7Q","uncued",452,1160223,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1541.10000014305,"task_switching",64,67,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",67,61,62.4236000013351,"add",1,1,1
"76","A15T9HDPHV3X7Q","uncued",453,1161715,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1490.79999995232,"task_switching",45,42,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",48,42,62.4236000013351,"subtract",1,1,1
"77","A15T9HDPHV3X7Q","uncued",454,1163652,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1934.5,"task_switching",30,33,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",33,27,62.4236000013351,"add",1,1,1
"78","A15T9HDPHV3X7Q","uncued",455,1166087,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",2433.40000009537,"task_switching",76,73,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",79,73,62.4236000013351,"subtract",1,1,1
"79","A15T9HDPHV3X7Q","uncued",456,1167793,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1704.5,"task_switching",28,31,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",31,25,62.4236000013351,"add",1,1,1
"80","A15T9HDPHV3X7Q","uncued",457,1170182,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",2387.09999990463,"task_switching",55,52,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",58,52,62.4236000013351,"subtract",1,1,1
"81","A15T9HDPHV3X7Q","uncued",458,1171682,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1498.79999995232,"task_switching",21,24,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",24,18,62.4236000013351,"add",1,1,1
"82","A15T9HDPHV3X7Q","uncued",459,1173425,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1741.69999980927,"task_switching",18,15,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",21,15,62.4236000013351,"subtract",1,1,1
"83","A15T9HDPHV3X7Q","uncued",460,1175503,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",2076.20000004768,"task_switching",13,16,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",16,10,62.4236000013351,"add",1,1,1
"84","A15T9HDPHV3X7Q","uncued",461,1177158,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1653.40000009537,"task_switching",35,32,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",38,32,62.4236000013351,"subtract",1,1,1
"85","A15T9HDPHV3X7Q","uncued",462,1179021,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1860.40000009537,"task_switching",66,69,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",69,63,62.4236000013351,"add",1,1,1
"86","A15T9HDPHV3X7Q","uncued",463,1182589,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",3566.10000014305,"task_switching",68,95,0,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",71,65,62.4236000013351,"add",0,0,0
"87","A15T9HDPHV3X7Q","uncued",464,1184534,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1943.20000004768,"task_switching",44,47,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",47,41,62.4236000013351,"add",1,1,0
"88","A15T9HDPHV3X7Q","uncued",465,1187218,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",2682.40000009537,"task_switching",81,78,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",84,78,62.4236000013351,"subtract",1,1,1
"89","A15T9HDPHV3X7Q","uncued",466,1188751,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1531.40000009537,"task_switching",90,93,1,"add",NA,NA,"No","no",1.33,1.9,"low_verbal",93,87,62.4236000013351,"add",1,1,1
"90","A15T9HDPHV3X7Q","uncued",467,1190721,2022-05-19 02:18:12,"rhyme-phon_sim-task_switching-same_different",1968.90000009537,"task_switching",50,47,1,"subtract",NA,NA,"No","no",1.33,1.9,"low_verbal",53,47,62.4236000013351,"subtract",1,1,1
"91","A1BM57TUNAQIXM","uncued",234,1011587,2022-05-19 03:36:11,"task_switching-same_different-rhyme-phon_sim",1969.79999999702,"task_switching",83,86,1,"add",NA,NA,"Yes","I mentally also told myself red means add, red means add to not forget what red and blue meant.",2.17,3.6,"low_verbal",86,80,77.6465,"add",1,1,1
"92","A1BM57TUNAQIXM","uncued",235,1013084,2022-05-19 03:36:11,"task_switching-same_different-rhyme-phon_sim",1491.69999999553,"task_switching",24,21,1,"subtract",NA,NA,"Yes","I mentally also told myself red means add, red means add to not forget what red and blue meant.",2.17,3.6,"low_verbal",27,21,77.6465,"subtract",1,1,1
"93","A1BM57TUNAQIXM","uncued",236,1014488,2022-05-19 03:36:11,"task_switching-same_different-rhyme-phon_sim",1397.10000000149,"task_switching",15,18,1,"add",NA,NA,"Yes","I mentally also told myself red means add, red means add to not forget what red and blue meant.",2.17,3.6,"low_verbal",18,12,77.6465,"add",1,1,1
"94","A1BM57TUNAQIXM","uncued",237,1016042,2022-05-19 03:36:11,"task_switching-same_different-rhyme-phon_sim",1549.40000000596,"task_switching",40,37,1,"subtract",NA,NA,"Yes","I mentally also told myself red means add, red means add to not forget what red and blue meant.",2.17,3.6,"low_verbal",43,37,77.6465,"subtract",1,1,1
"95","A1BM57TUNAQIXM","uncued",238,1017981,2022-05-19 03:36:11,"task_switching-same_different-rhyme-phon_sim",1936.89999999851,"task_switching",91,94,1,"add",NA,NA,"Yes","I mentally also told myself red means add, red means add to not forget what red and blue meant.",2.17,3.6,"low_verbal",94,88,77.6465,"add",1,1,1
