"","worker_id","question_str","response_str","question_label","question_name","VerbalScored","VisualScored","high_low_verbal"
"12","A10JXOU89D5RXR","hearing_conversation_1_TEXT","-999","When you recall a conversation like the one you were thinking about for the last 2 questions, do you hear the words in your mind? - I can't hear it, but I can still recall it. Please briefly say something about how you are recalling it: - Text","hearing_conversation_1_TEXT",3.25,4.4,"low_verbal"
"13","A10JXOU89D5RXR","Elementary#1_4_1",NA,"What languages did you study in ELEMENTARY SCHOOL (if none, leave blank): - Click to write Column 1 - Language 4 - Language:","Elementary",3.25,4.4,"low_verbal"
"14","A10JXOU89D5RXR","thinking_in_ideas_1_TEXT","-999","Many people feel that a lot of their thinking, planning, and decision-making takes place in the form of a conversation with themselves. They describe that when they think, they hear words in their mind. Other people don’t have this experience and instead say that they ""think in ideas"". Is your experience more like the first or the second? - More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you? - Text","thinking_in_ideas_1_TEXT",3.25,4.4,"low_verbal"
"15","A10JXOU89D5RXR","express_inner_states","Agree","To what extent do you agree with this statement: 'It is generally difficult and takes effort to express in words how I think and feel'.","express_inner_states",3.25,4.4,"low_verbal"
"16","A10JXOU89D5RXR","other_voice_quality_1_TEXT","-999","If you imagine someone else speaking, how do you experience their voice? - I don’t “hear” anything, I imagine it by... (please specify) - Text","other_voice_quality_1_TEXT",3.25,4.4,"low_verbal"
"17","A10JXOU89D5RXR","VSIQ_DO_Q63_97","10","QS_ - Display Order - Q63_97","VSIQ_DO_Q63_97",3.25,4.4,"low_verbal"
"18","A10JXOU89D5RXR","VSIQ_DO_Q63_98","15","QS_ - Display Order - Q63_98","VSIQ_DO_Q63_98",3.25,4.4,"low_verbal"
"19","A10JXOU89D5RXR","VSIQ_DO_Q63_100","18","QS_ - Display Order - Q63_100","VSIQ_DO_Q63_100",3.25,4.4,"low_verbal"
"20","A10JXOU89D5RXR","VSIQ_DO_Q63_96","13","QS_ - Display Order - Q63_96","VSIQ_DO_Q63_96",3.25,4.4,"low_verbal"
"21","A10JXOU89D5RXR","College#1_4_1",NA,"Languages studied in COLLEGE (if none leave blank): - Click to write Column 1 - Language 4 - Language:","College",3.25,4.4,"low_verbal"
"22","A10JXOU89D5RXR","hearing_conversation","I hear a condensed version (e.g. only some words).","When you recall a conversation like the one you were thinking about for the last 2 questions, do you hear the words in your mind? - Selected Choice","hearing_conversation",3.25,4.4,"low_verbal"
"23","A10JXOU89D5RXR","Q36",NA,"Have you ever lived abroad or traveled for an extensive period of time?","Q36",3.25,4.4,"low_verbal"
"24","A10JXOU89D5RXR","Edu",NA,"What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.","Edu",3.25,4.4,"low_verbal"
"25","A10JXOU89D5RXR","Major",NA,"What did you major in?","Major",3.25,4.4,"low_verbal"
"26","A10JXOU89D5RXR","Q63_117","Click to write Scale point 10","QS_ - I talk silently to myself telling myself not to do things","Q63_117",3.25,4.4,"low_verbal"
"27","A10JXOU89D5RXR","College#1_5_1",NA,"Languages studied in COLLEGE (if none leave blank): - Click to write Column 1 - Language 5 - Language:","College",3.25,4.4,"low_verbal"
"28","A10JXOU89D5RXR","Junior#1_3_1",NA,"What languages did you study in MIDDLE SCHOOL (if none, leave blank): - Click to write Column 1 - Language 3 - Language:","Junior",3.25,4.4,"low_verbal"
"29","A10JXOU89D5RXR","Q63_105","Click to write Scale point 10","QS_ - I think in inner speech about what I have done, and whether it was right or not","Q63_105",3.25,4.4,"low_verbal"
"30","A10JXOU89D5RXR","rehearse_question_2_TEXT","-999","If you have to ask a question in front of an audience, which of these best describes what you typically do? - Other - Text","rehearse_question_2_TEXT",3.25,4.4,"low_verbal"
"31","A10JXOU89D5RXR","Q63_109","Click to write Scale point 8","QS_ - I hear other people’s actual voices in my head, saying things that they have never said to me before","Q63_109",3.25,4.4,"low_verbal"
"32","A10JXOU89D5RXR","earworms","A few times a year","How often do you have songs stuck in your head?","earworms",3.25,4.4,"low_verbal"
"33","A10JXOU89D5RXR","stress_IS","No, I don't think so","Do you think it is stressful and annoying to have an inner monologue?","stress_IS",3.25,4.4,"low_verbal"
"34","A10JXOU89D5RXR","narrative_IS","It's exactly like real life","In books and movies, we often see characters talking to themselves at length. How much do you think this reflects real life?","narrative_IS",3.25,4.4,"low_verbal"
"35","A10JXOU89D5RXR","dyslexia","No, never","Have you been diagnosed with dyslexia or another reading disorder?","dyslexia",3.25,4.4,"low_verbal"
"36","A10JXOU89D5RXR","InnerSpeechQuestions_DO_exp_type_nodding_off","13","Inner Speech Questions - Display Order - exp_type_nodding_off","InnerSpeechQuestions_DO_exp_type_nodding_off",3.25,4.4,"low_verbal"
"37","A10JXOU89D5RXR","other_voice_quality","I hear what they say in their voice.","If you imagine someone else speaking, how do you experience their voice? - Selected Choice","other_voice_quality",3.25,4.4,"low_verbal"
"38","A10JXOU89D5RXR","Q63_116","Click to write Scale point 10","QS_ - I evaluate my behavior using my inner speech. For example I say to myself, ‘‘that was good’’ or ‘‘that was stupid’’","Q63_116",3.25,4.4,"low_verbal"
"39","A10JXOU89D5RXR","Q321","-999","otherLangs","Q321",3.25,4.4,"low_verbal"
"40","A10JXOU89D5RXR","catch3","Click to write Scale point 6","QS_ - An elephant is larger than a mouse","catch3",3.25,4.4,"low_verbal"
"41","A10JXOU89D5RXR","VSIQ_DO_Q63_95","5","QS_ - Display Order - Q63_95","VSIQ_DO_Q63_95",3.25,4.4,"low_verbal"
"42","A10JXOU89D5RXR","workerId","A10JXOU89D5RXR","workerId","workerId",3.25,4.4,"low_verbal"
"43","A10JXOU89D5RXR","Q323","60","bio_age","Q323",3.25,4.4,"low_verbal"
"44","A10JXOU89D5RXR","Other#2_1_1",NA,"Other times (if none leave blank): - Click to write Column 2 - Language 1 - How long for?","Other",3.25,4.4,"low_verbal"
"45","A10JXOU89D5RXR","InnerSpeechQuestions_DO_catch2","14","Inner Speech Questions - Display Order - catch2","InnerSpeechQuestions_DO_catch2",3.25,4.4,"low_verbal"
"46","A10JXOU89D5RXR","convo_memory_friend","I remember the topic, but can't remember any of the specifics.","If you had to recall a short conversation about a specific topic that you had yesterday with a friend, how easily can you recall the exact words your friend said? - Selected Choice","convo_memory_friend",3.25,4.4,"low_verbal"
"47","A10JXOU89D5RXR","Junior#1_1_1",NA,"What languages did you study in MIDDLE SCHOOL (if none, leave blank): - Click to write Column 1 - Language 1 - Language:","Junior",3.25,4.4,"low_verbal"
"48","A10JXOU89D5RXR","InnerSpeechQuestions_DO_convo_memory_friend","4","Inner Speech Questions - Display Order - convo_memory_friend","InnerSpeechQuestions_DO_convo_memory_friend",3.25,4.4,"low_verbal"
"49","A10JXOU89D5RXR","Junior#1_2_1",NA,"What languages did you study in MIDDLE SCHOOL (if none, leave blank): - Click to write Column 1 - Language 2 - Language:","Junior",3.25,4.4,"low_verbal"
"50","A10JXOU89D5RXR","InnerSpeechQuestions_DO_rehearse_convo","2","Inner Speech Questions - Display Order - rehearse_convo","InnerSpeechQuestions_DO_rehearse_convo",3.25,4.4,"low_verbal"
"51","A10JXOU89D5RXR","slow_down",NA,"How often do you experience that having to put thoughts into words slows you down (e.g. describing your thoughts to someone else in a conversation)?","slow_down",3.25,4.4,"low_verbal"
"52","A10JXOU89D5RXR","rehearse_convo","Never","Do you ever rehearse a conversation before you have it in real life where you simulate what you will say and how the other person will respond?","rehearse_convo",3.25,4.4,"low_verbal"
"53","A10JXOU89D5RXR","Other#1_5_1",NA,"Other times (if none leave blank): - Click to write Column 1 - Language 5 - Language:","Other",3.25,4.4,"low_verbal"
"54","A10JXOU89D5RXR","InnerSpeechQuestions_DO_stress_IS","15","Inner Speech Questions - Display Order - stress_IS","InnerSpeechQuestions_DO_stress_IS",3.25,4.4,"low_verbal"
"55","A10JXOU89D5RXR","Q63_103","Click to write Scale point 10","QS_ - My thinking to myself in words is like shorthand notes, rather than full, proper, grammatical English","Q63_103",3.25,4.4,"low_verbal"
"56","A10JXOU89D5RXR","catch2","Three","2 plus 1 is...","catch2",3.25,4.4,"low_verbal"
"57","A10JXOU89D5RXR","rehearse_question","I think of a question I want to ask and just ask it","If you have to ask a question in front of an audience, which of these best describes what you typically do? - Selected Choice","rehearse_question",3.25,4.4,"low_verbal"
"58","A10JXOU89D5RXR","InnerSpeechQuestions_DO_sing_along_thinking","8","Inner Speech Questions - Display Order - sing_along_thinking","InnerSpeechQuestions_DO_sing_along_thinking",3.25,4.4,"low_verbal"
"59","A10JXOU89D5RXR","code","OETfVgrrTrjxiBfmhcfg","code","code",3.25,4.4,"low_verbal"
"60","A10JXOU89D5RXR","VSIQ_DO_Q63_101","12","QS_ - Display Order - Q63_101","VSIQ_DO_Q63_101",3.25,4.4,"low_verbal"
"61","A10JXOU89D5RXR","VSIQ_DO_Q63_102","17","QS_ - Display Order - Q63_102","VSIQ_DO_Q63_102",3.25,4.4,"low_verbal"
"62","A10JXOU89D5RXR","VSIQ_DO_Q63_103","11","QS_ - Display Order - Q63_103","VSIQ_DO_Q63_103",3.25,4.4,"low_verbal"
"63","A10JXOU89D5RXR","Factor2_1...68","Click to write Scale point 10","QS_ - I hear other people’s actual voices in my head, saying things that they actually once said to me","Factor2_1",3.25,4.4,"low_verbal"
"64","A10JXOU89D5RXR","College#2_1_1",NA,"Languages studied in COLLEGE (if none leave blank): - Click to write Column 2 - Language 1 - How long for?","College",3.25,4.4,"low_verbal"
"65","A10JXOU89D5RXR","revise_convo","Sometimes","Do you ever revise past conversations in your mind (i.e. think of a better come-back, a way of phrasing what you wanted to say)?","revise_convo",3.25,4.4,"low_verbal"
"66","A10JXOU89D5RXR","VSIQ_DO_Q63_106","9","QS_ - Display Order - Q63_106","VSIQ_DO_Q63_106",3.25,4.4,"low_verbal"
"67","A10JXOU89D5RXR","StartDate","1652888966","Start Date","StartDate",3.25,4.4,"low_verbal"
"68","A10JXOU89D5RXR","EndDate","1652889353","End Date","EndDate",3.25,4.4,"low_verbal"
"69","A10JXOU89D5RXR","Status","IP Address","Response Type","Status",3.25,4.4,"low_verbal"
"70","A10JXOU89D5RXR","others_experiences_4","82","others_exp - Can see vivid images in their ""mind's eye""?","others_experiences_4",3.25,4.4,"low_verbal"
"71","A10JXOU89D5RXR","others_experiences_5","88","others_exp - Hear words in their ""mind's ear"" when they silently read?","others_experiences_5",3.25,4.4,"low_verbal"
"72","A10JXOU89D5RXR","Age",NA,"bio_age","Age",3.25,4.4,"low_verbal"
"73","A10JXOU89D5RXR","College#1_3_1",NA,"Languages studied in COLLEGE (if none leave blank): - Click to write Column 1 - Language 3 - Language:","College",3.25,4.4,"low_verbal"
"74","A10JXOU89D5RXR","Q63_112","Click to write Scale point 10","QS_ - My thinking in words is shortened compared to my normal out-loud speech. For example, rather than saying to myself things like ‘I need to go to the shops’, I will just say ‘shops’ to myself in my head","Q63_112",3.25,4.4,"low_verbal"
"75","A10JXOU89D5RXR","Q63_115","Click to write Scale point 10","QS_ - If I were to write down my thoughts on paper, they would read like a normal grammatical sentence","Q63_115",3.25,4.4,"low_verbal"
"76","A10JXOU89D5RXR","InnerSpeechQuestions_DO_revise_convo","3","Inner Speech Questions - Display Order - revise_convo","InnerSpeechQuestions_DO_revise_convo",3.25,4.4,"low_verbal"
"77","A10JXOU89D5RXR","Q63_98","Click to write Scale point 8","QS_ - I experience the voices of other people asking me questions in my head","Q63_98",3.25,4.4,"low_verbal"
"78","A10JXOU89D5RXR","Q63_100","Click to write Scale point 8","QS_ - I hear other people’s voices nagging me in my head","Q63_100",3.25,4.4,"low_verbal"
"79","A10JXOU89D5RXR","Q63_101","Click to write Scale point 9","QS_ - My thinking in words is more like a dialog with myself, rather than my own thoughts in a monolog","Q63_101",3.25,4.4,"low_verbal"
"80","A10JXOU89D5RXR","Junior#2_3_1",NA,"What languages did you study in MIDDLE SCHOOL (if none, leave blank): - Click to write Column 2 - Language 3 - For how long?","Junior",3.25,4.4,"low_verbal"
"81","A10JXOU89D5RXR","Q63_102","Somewhat disagree","QS_ - I think to myself in words using full sentences","Q63_102",3.25,4.4,"low_verbal"
"82","A10JXOU89D5RXR","High#2_2_1",NA,"What languages did you study in HIGH SCHOOL? (if none leave blank): - Click to write Column 2 - Language 2 - How long for?","High",3.25,4.4,"low_verbal"
"83","A10JXOU89D5RXR","High#1_1_1",NA,"What languages did you study in HIGH SCHOOL? (if none leave blank): - Click to write Column 1 - Language 1 - Language:","High",3.25,4.4,"low_verbal"
"84","A10JXOU89D5RXR","Junior#2_4_1",NA,"What languages did you study in MIDDLE SCHOOL (if none, leave blank): - Click to write Column 2 - Language 4 - For how long?","Junior",3.25,4.4,"low_verbal"
"85","A10JXOU89D5RXR","Q63_106","Somewhat disagree","QS_ - When I am talking to myself about things in my mind, it is like I am having a conversation with myself","Q63_106",3.25,4.4,"low_verbal"
"86","A10JXOU89D5RXR","Q63_108","Click to write Scale point 10","QS_ - I talk silently to myself telling myself to do things","Q63_108",3.25,4.4,"low_verbal"
"87","A10JXOU89D5RXR","Q63_111","Click to write Scale point 9","QS_ - I talk back and forward to myself in my mind about things","Q63_111",3.25,4.4,"low_verbal"
"88","A10JXOU89D5RXR","Occu",NA,"What is your occupation?","Occu",3.25,4.4,"low_verbal"
"89","A10JXOU89D5RXR","Elementary#1_5_1",NA,"What languages did you study in ELEMENTARY SCHOOL (if none, leave blank): - Click to write Column 1 - Language 5 - Language:","Elementary",3.25,4.4,"low_verbal"
"90","A10JXOU89D5RXR","High#2_4_1",NA,"What languages did you study in HIGH SCHOOL? (if none leave blank): - Click to write Column 2 - Language 4 - How long for?","High",3.25,4.4,"low_verbal"
"91","A10JXOU89D5RXR","InnerSpeechQuestions_DO_sing_along","7","Inner Speech Questions - Display Order - sing_along","InnerSpeechQuestions_DO_sing_along",3.25,4.4,"low_verbal"
"92","A10JXOU89D5RXR","VSIQ_DO_Q63_105","2","QS_ - Display Order - Q63_105","VSIQ_DO_Q63_105",3.25,4.4,"low_verbal"
"93","A10JXOU89D5RXR","Junior#1_4_1",NA,"What languages did you study in MIDDLE SCHOOL (if none, leave blank): - Click to write Column 1 - Language 4 - Language:","Junior",3.25,4.4,"low_verbal"
"94","A10JXOU89D5RXR","High#1_3_1",NA,"What languages did you study in HIGH SCHOOL? (if none leave blank): - Click to write Column 1 - Language 3 - Language:","High",3.25,4.4,"low_verbal"
"95","A10JXOU89D5RXR","exp_type_nodding_off","My inner experience in that situation doesn't have a specific ""format""","Imagine you are lying in bed with your eyes closed trying to fall asleep. Is your inner experience then...","exp_type_nodding_off",3.25,4.4,"low_verbal"
"96","A10JXOU89D5RXR","impulsiveness_1","Disagree","To what extent do you agree with this statement: ""I don't know why I do some of the things that I do.""","impulsiveness_1",3.25,4.4,"low_verbal"
"97","A10JXOU89D5RXR","IPAddress","67.253.201.215","IP Address","IPAddress",3.25,4.4,"low_verbal"
"98","A10JXOU89D5RXR","Progress","100","Progress","Progress",3.25,4.4,"low_verbal"
"99","A10JXOU89D5RXR","others_experiences_DO_1","2","others_exp - Display Order - Experience their thoughts in the form of a conversation with themselves?","others_experiences_DO_1",3.25,4.4,"low_verbal"
"100","A10JXOU89D5RXR","others_experiences_DO_4","1","others_exp - Display Order - Can see vivid images in their ""mind's eye""?","others_experiences_DO_4",3.25,4.4,"low_verbal"
"101","A10JXOU89D5RXR","Other#2_5_1",NA,"Other times (if none leave blank): - Click to write Column 2 - Language 5 - How long for?","Other",3.25,4.4,"low_verbal"
"102","A10JXOU89D5RXR","Junior#2_5_1",NA,"What languages did you study in MIDDLE SCHOOL (if none, leave blank): - Click to write Column 2 - Language 5 - For how long?","Junior",3.25,4.4,"low_verbal"
"103","A10JXOU89D5RXR","Other#2_2_1",NA,"Other times (if none leave blank): - Click to write Column 2 - Language 2 - How long for?","Other",3.25,4.4,"low_verbal"
"104","A10JXOU89D5RXR","Elementary#2_3_1",NA,"What languages did you study in ELEMENTARY SCHOOL (if none, leave blank): - Click to write Column 2 - Language 3 - For how long?","Elementary",3.25,4.4,"low_verbal"
"105","A10JXOU89D5RXR","Junior#2_2_1",NA,"What languages did you study in MIDDLE SCHOOL (if none, leave blank): - Click to write Column 2 - Language 2 - For how long?","Junior",3.25,4.4,"low_verbal"
"106","A10JXOU89D5RXR","High#2_1_1",NA,"What languages did you study in HIGH SCHOOL? (if none leave blank): - Click to write Column 2 - Language 1 - How long for?","High",3.25,4.4,"low_verbal"
"107","A10JXOU89D5RXR","Elementary#2_4_1",NA,"What languages did you study in ELEMENTARY SCHOOL (if none, leave blank): - Click to write Column 2 - Language 4 - For how long?","Elementary",3.25,4.4,"low_verbal"
"108","A10JXOU89D5RXR","DistributionChannel","anonymous","Distribution Channel","DistributionChannel",3.25,4.4,"low_verbal"
"109","A10JXOU89D5RXR","UserLanguage","EN","User Language","UserLanguage",3.25,4.4,"low_verbal"
"110","A10JXOU89D5RXR","Q66_1","Got it. I promise to read the questions carefully.","The questions on the next screens will ask a variety of questions about how you experience you thoughts and how you think others experience their thoughts. Please answer thoughtfully and honestly. If we determine that you responded to the questions without reading them, we may deny payment. - Got it. I promise to read the questions carefully.","Q66_1",3.25,4.4,"low_verbal"
"111","A10JXOU89D5RXR","catch1","TRUE","Sparrows are birds","catch1",3.25,4.4,"low_verbal"
"112","A10JXOU89D5RXR","InnerSpeechQuestions_DO_earworms","22","Inner Speech Questions - Display Order - earworms","InnerSpeechQuestions_DO_earworms",3.25,4.4,"low_verbal"
"113","A10JXOU89D5RXR","High#2_3_1",NA,"What languages did you study in HIGH SCHOOL? (if none leave blank): - Click to write Column 2 - Language 3 - How long for?","High",3.25,4.4,"low_verbal"
"114","A10JXOU89D5RXR","others_experiences_DO_5","3","others_exp - Display Order - Hear words in their ""mind's ear"" when they silently read?","others_experiences_DO_5",3.25,4.4,"low_verbal"
"115","A10JXOU89D5RXR","education_level","Bachelor's degree","What is the highest degree or level of school you have completed? If currently enrolled, highest degree received.","education_level",3.25,4.4,"low_verbal"
"116","A10JXOU89D5RXR","Q63_97","Click to write Scale point 8","QS_ - I hear the voice of another person in my head. For example, when I have done something foolish I hear my mother’s voice criticising me in my mind","Q63_97",3.25,4.4,"low_verbal"
"117","A10JXOU89D5RXR","Other#1_4_1",NA,"Other times (if none leave blank): - Click to write Column 1 - Language 4 - Language:","Other",3.25,4.4,"low_verbal"
"118","A10JXOU89D5RXR","RecordedDate","1652889353","Recorded Date","RecordedDate",3.25,4.4,"low_verbal"
"119","A10JXOU89D5RXR","InnerSpeechQuestions_DO_conversation_focus","21","Inner Speech Questions - Display Order - conversation_focus","InnerSpeechQuestions_DO_conversation_focus",3.25,4.4,"low_verbal"
"120","A10JXOU89D5RXR","Other#2_3_1",NA,"Other times (if none leave blank): - Click to write Column 2 - Language 3 - How long for?","Other",3.25,4.4,"low_verbal"
"121","A10JXOU89D5RXR","InnerSpeechQuestions_DO_rehearse_question","11","Inner Speech Questions - Display Order - rehearse_question","InnerSpeechQuestions_DO_rehearse_question",3.25,4.4,"low_verbal"
"122","A10JXOU89D5RXR","InnerSpeechQuestions_DO_impulsiveness_1","20","Inner Speech Questions - Display Order - impulsiveness_1","InnerSpeechQuestions_DO_impulsiveness_1",3.25,4.4,"low_verbal"
"123","A10JXOU89D5RXR","VSIQ_DO_Q63_108","14","QS_ - Display Order - Q63_108","VSIQ_DO_Q63_108",3.25,4.4,"low_verbal"
"124","A10JXOU89D5RXR","impulsiveness_2","Agree","To what extent do you agree with this statement: “I am a firm believer in thinking things through.”","impulsiveness_2",3.25,4.4,"low_verbal"
"125","A10JXOU89D5RXR","impulsiveness_3","Disagree","To what extent do you agree with this statement: “I like to act on a whim.”","impulsiveness_3",3.25,4.4,"low_verbal"
"126","A10JXOU89D5RXR","others_experiences_1","74","others_exp - Experience their thoughts in the form of a conversation with themselves?","others_experiences_1",3.25,4.4,"low_verbal"
"127","A10JXOU89D5RXR","High#1_2_1",NA,"What languages did you study in HIGH SCHOOL? (if none leave blank): - Click to write Column 1 - Language 2 - Language:","High",3.25,4.4,"low_verbal"
"128","A10JXOU89D5RXR","Other#1_3_1",NA,"Other times (if none leave blank): - Click to write Column 1 - Language 3 - Language:","Other",3.25,4.4,"low_verbal"
"129","A10JXOU89D5RXR","Q320","Yes","bio_nativeEnglish","Q320",3.25,4.4,"low_verbal"
"130","A10JXOU89D5RXR","Q63_96","Click to write Scale point 9","QS_ - When I am talking to myself about things in my mind, it is like I am going back and forward, asking myself questions and then answering them","Q63_96",3.25,4.4,"low_verbal"
"131","A10JXOU89D5RXR","Junior#2_1_1",NA,"What languages did you study in MIDDLE SCHOOL (if none, leave blank): - Click to write Column 2 - Language 1 - For how long?","Junior",3.25,4.4,"low_verbal"
"132","A10JXOU89D5RXR","ResponseId","R_3O09VJoEY8wZDLK","Response ID","ResponseId",3.25,4.4,"low_verbal"
"133","A10JXOU89D5RXR","LocationLatitude","43.2138","Location Latitude","LocationLatitude",3.25,4.4,"low_verbal"
"134","A10JXOU89D5RXR","LocationLongitude","-77.4575","Location Longitude","LocationLongitude",3.25,4.4,"low_verbal"
"135","A10JXOU89D5RXR","InnerSpeechQuestions_DO_dyslexia","10","Inner Speech Questions - Display Order - dyslexia","InnerSpeechQuestions_DO_dyslexia",3.25,4.4,"low_verbal"
"136","A10JXOU89D5RXR","Q28",NA,"What Languages are spoken in your home?","Q28",3.25,4.4,"low_verbal"
"137","A10JXOU89D5RXR","NativeE",NA,"bio_nativeEnglish","NativeE",3.25,4.4,"low_verbal"
"138","A10JXOU89D5RXR","College#1_2_1",NA,"Languages studied in COLLEGE (if none leave blank): - Click to write Column 1 - Language 2 - Language:","College",3.25,4.4,"low_verbal"
"139","A10JXOU89D5RXR","Elementary#2_5_1",NA,"What languages did you study in ELEMENTARY SCHOOL (if none, leave blank): - Click to write Column 2 - Language 5 - For how long?","Elementary",3.25,4.4,"low_verbal"
"140","A10JXOU89D5RXR","High#1_4_1",NA,"What languages did you study in HIGH SCHOOL? (if none leave blank): - Click to write Column 1 - Language 4 - Language:","High",3.25,4.4,"low_verbal"
"141","A10JXOU89D5RXR","Elementary#1_2_1",NA,"What languages did you study in ELEMENTARY SCHOOL (if none, leave blank): - Click to write Column 1 - Language 2 - Language:","Elementary",3.25,4.4,"low_verbal"
"142","A10JXOU89D5RXR","Q63_95","Somewhat disagree","QS_ - I think to myself in words using brief phrases and single words rather than full sentences","Q63_95",3.25,4.4,"low_verbal"
"143","A10JXOU89D5RXR","InnerSpeechQuestions_DO_impulsiveness_3","19","Inner Speech Questions - Display Order - impulsiveness_3","InnerSpeechQuestions_DO_impulsiveness_3",3.25,4.4,"low_verbal"
"144","A10JXOU89D5RXR","InnerSpeechQuestions_DO_thinking_in_ideas","12","Inner Speech Questions - Display Order - thinking_in_ideas","InnerSpeechQuestions_DO_thinking_in_ideas",3.25,4.4,"low_verbal"
"145","A10JXOU89D5RXR","High#1_5_1",NA,"What languages did you study in HIGH SCHOOL? (if none leave blank): - Click to write Column 1 - Language 5 - Language:","High",3.25,4.4,"low_verbal"
"146","A10JXOU89D5RXR","Elementary#1_3_1",NA,"What languages did you study in ELEMENTARY SCHOOL (if none, leave blank): - Click to write Column 1 - Language 3 - Language:","Elementary",3.25,4.4,"low_verbal"
"147","A10JXOU89D5RXR","Q325","electrical engineering","What did you major in?","Q325",3.25,4.4,"low_verbal"
"148","A10JXOU89D5RXR","InnerSpeechQuestions_DO_impulsiveness_2","18","Inner Speech Questions - Display Order - impulsiveness_2","InnerSpeechQuestions_DO_impulsiveness_2",3.25,4.4,"low_verbal"
"149","A10JXOU89D5RXR","College#2_4_1",NA,"Languages studied in COLLEGE (if none leave blank): - Click to write Column 2 - Language 4 - How long for?","College",3.25,4.4,"low_verbal"
"150","A10JXOU89D5RXR","Q326","purchasing","What is your occupation?","Q326",3.25,4.4,"low_verbal"
"151","A10JXOU89D5RXR","Other#2_4_1",NA,"Other times (if none leave blank): - Click to write Column 2 - Language 4 - How long for?","Other",3.25,4.4,"low_verbal"
"152","A10JXOU89D5RXR","InnerSpeechQuestions_DO_other_voice_quality","9","Inner Speech Questions - Display Order - other_voice_quality","InnerSpeechQuestions_DO_other_voice_quality",3.25,4.4,"low_verbal"
"153","A10JXOU89D5RXR","Other#1_2_1",NA,"Other times (if none leave blank): - Click to write Column 1 - Language 2 - Language:","Other",3.25,4.4,"low_verbal"
"154","A10JXOU89D5RXR","Q319","Female","What is your gender?","Q319",3.25,4.4,"low_verbal"
"155","A10JXOU89D5RXR","High#2_5_1",NA,"What languages did you study in HIGH SCHOOL? (if none leave blank): - Click to write Column 2 - Language 5 - How long for?","High",3.25,4.4,"low_verbal"
"156","A10JXOU89D5RXR","Elementary#2_2_1",NA,"What languages did you study in ELEMENTARY SCHOOL (if none, leave blank): - Click to write Column 2 - Language 2 - For how long?","Elementary",3.25,4.4,"low_verbal"
"157","A10JXOU89D5RXR","College#2_3_1",NA,"Languages studied in COLLEGE (if none leave blank): - Click to write Column 2 - Language 3 - How long for?","College",3.25,4.4,"low_verbal"
"158","A10JXOU89D5RXR","Duration (in seconds)","386","Duration (in seconds)","Duration",3.25,4.4,"low_verbal"
"159","A10JXOU89D5RXR","Finished","TRUE","Finished","Finished",3.25,4.4,"low_verbal"
"160","A10JXOU89D5RXR","College#1_1_1",NA,"Languages studied in COLLEGE (if none leave blank): - Click to write Column 1 - Language 1 - Language:","College",3.25,4.4,"low_verbal"
