"","trial_index","time_elapsed","experiment_order","rt","experiment","phase","stimulus","talk_out_loud","strategy_free_ans","word_1","word_2","word_3","word_4","word_5","original_word_set","response_1","response_2","response_3","response_4","response_5","VerbalScored","VisualScored","high_low_verbal","worker_id","score","score_any_position","trial_no_ptcp"
"11",11,168446,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">taut</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1></div>","Yes","I added a silly cadance...I used to do that when my girls were little and I'd read to them. I guess it makes tedious task seem more fun.","taut","bought","caught","wart","sort","phonSet","taut","bought","caught","wart","dart",4.58,1.9,"high_verbal","hsk1bUWA",4,4,1
"12",11,240058,"phon_sim-same_different-rhyme-task_switching","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1></div>","Yes","I tried to group them two at a time together and then the last one on its own","bough","cough","dough","through","rough","orthoSet","bough","cough","dough","through","rough",4.666667,4,"high_verbal","LpHjkqKd",5,5,1
"13",11,434729,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">rough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1></div>","Yes","no_answer","rough","cough","dough","bough","through","orthoSet","rough","cough","dough","through","none",1.08,2.4,"low_verbal","LyXqRZhM",3,4,1
"14",11,137827,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">rough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1></div>","Yes","For words with similar endings (bought, caught, etc.), I would remember the first letter of the words.","rough","dough","through","bough","cough","orthoSet","rough","dough","through","tough","cough",2.66666666666667,3.1,"low_verbal","mqvAJ91n",4,4,1
"15",11,111404,"phon_sim-rhyme-task_switching-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">sort</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1></div>","Yes","This was terrible to try to remember","sort","wart","caught","bought","taut","phonSet","sort","wart","caught","bought","taut",1.92,2.6,"low_verbal","Ny0Ml3uz",5,5,1
"16",11,109190,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">board</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1></div>","Yes","tried to make sentences out of the words","board","plea","row","friend","sleigh","ctrlSet","board","plea","row","friend","sleigh",4.333333,3.4,"high_verbal","Ps3HVmAH",5,5,1
"17",11,158833,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">taut</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bought</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1></div>","No","No.","taut","wart","sort","bought","caught","phonSet","taut","wart","caught","hat","mat",2.58,2.9,"low_verbal","rdIExOr9",2,3,1
"18",11,101249,"phon_sim-rhyme-same_different-task_switching","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">cough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1></div>","Yes","I used the first letters in words ending with ""ough"" to remember them","cough","rough","dough","bough","through","orthoSet","cough","rough","dough","bough","through",4.58333333333333,3.5,"high_verbal","ycrZF9Ui",5,5,1
"19",11,77920,"phon_sim-rhyme-same_different-task_switching","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bought</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1></div>","No","no_answer","bought","caught","wart","taut","sort","phonSet","bought","caught","wort","none","none",2.17,2.6,"low_verbal","zzU1ectZ",2,2,1
"20",13,699624,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bought</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1></div>","No","no_answer","bought","taut","caught","wart","sort","phonSet","bought","taut","caught","wart","sort",1.75,1.6,"low_verbal","0CxunTLR",5,5,2
"21",13,224791,"phon_sim-rhyme-task_switching-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1></div>","No","no","bough","dough","rough","through","cough","orthoSet","bough","dough","rough","dough","through",4.166667,4.2,"high_verbal","26Z3U4Qu",3,5,2
"22",13,228534,"phon_sim-task_switching-same_different-rhyme","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">plea</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1></div>","No","I memorized the first the words while trying to imagine the last 2 words as images","plea","board","friend","sleigh","row","ctrlSet","plea","board","friend","sleigh","row",4.5,4.1,"high_verbal","79p4hVcb",5,5,2
"23",13,165720,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">rough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1></div>","Yes","find relationship between the words","rough","through","bough","cough","dough","orthoSet","rough","through","brough","none","cough",4.66666666666667,3.3,"high_verbal","7eDZS0g9",2,3,2
"24",13,157178,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">through</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1></div>","No","Remembering the first letter of each word","through","cough","bough","dough","rough","orthoSet","through","cough","bough","dough","rough",2.83333333333333,3.2,"low_verbal","8Mnv01S8",5,5,2
"25",13,132300,"phon_sim-same_different-task_switching-rhyme","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bought</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1></div>","No","I would repeat the words in my mind to remember.","bought","caught","wart","sort","taut","phonSet","bought","caught","wart","sort","taut",5,4.1,"high_verbal","AvRdAeDp",5,5,2
"26",13,430608,"phon_sim-same_different-task_switching-rhyme","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">friend</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1></div>","Yes","no_answer","friend","sleigh","row","board","plea","ctrlSet","friend","row","sleigh","plea","bored",4.67,4.2,"high_verbal","bj3SfFHq",1,4,2
"27",13,178339,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">rough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1></div>","Yes","It was easier than noramll because the words stayed the same just in different order.","rough","bough","through","dough","cough","orthoSet","rough","slough","through","dough","cough",1,4,"low_verbal","CPt18YMj",4,4,2
"28",13,175584,"phon_sim-same_different-task_switching-rhyme","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bought</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sort</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">caught</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">taut</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">wart</h1></div>","Yes","If all the words in the group ended in -ough, I just repeated the beginning letters to myself and didn't focus on the whole word.","bought","sort","caught","taut","wart","phonSet","bought","sort","bought","caught","wart",3.17,4.1,"low_verbal","Ezm1v61p",3,5,2
"29",13,203414,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">cough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1></div>","Yes","I added a silly cadance...I used to do that when my girls were little and I'd read to them. I guess it makes tedious task seem more fun.","cough","bough","rough","through","dough","orthoSet","cough","bough","through","none","none",4.58,1.9,"high_verbal","hsk1bUWA",2,3,2
"30",13,259673,"phon_sim-same_different-rhyme-task_switching","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">cough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1></div>","Yes","I tried to group them two at a time together and then the last one on its own","cough","bough","rough","dough","through","orthoSet","cough","bough","rough","dough","through",4.666667,4,"high_verbal","LpHjkqKd",5,5,2
"31",13,484407,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">plea</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1></div>","Yes","no_answer","plea","board","sleigh","friend","row","ctrlSet","plea","board","sleigh","friend","row",1.08,2.4,"low_verbal","LyXqRZhM",5,5,2
"32",13,176913,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">plea</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1></div>","Yes","For words with similar endings (bought, caught, etc.), I would remember the first letter of the words.","plea","board","sleigh","friend","row","ctrlSet","plea","board","sleigh","friend","bed",2.66666666666667,3.1,"low_verbal","mqvAJ91n",4,4,2
"33",13,157164,"phon_sim-rhyme-task_switching-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">through</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1></div>","Yes","This was terrible to try to remember","through","rough","dough","cough","bough","orthoSet","through","rough","dough","cough","baight",1.92,2.6,"low_verbal","Ny0Ml3uz",4,4,2
"34",13,137308,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">bough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">dough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1></div>","Yes","tried to make sentences out of the words","bough","cough","dough","rough","through","orthoSet","bough","cough","dough","rough","through",4.333333,3.4,"high_verbal","Ps3HVmAH",5,5,2
"35",13,189233,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1></div>","No","No.","sleigh","friend","plea","row","board","ctrlSet","sleigh","friend","meet","sow","ward",2.58,2.9,"low_verbal","rdIExOr9",2,2,2
"36",13,130006,"phon_sim-rhyme-same_different-task_switching","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">friend</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1></div>","Yes","I used the first letters in words ending with ""ough"" to remember them","sleigh","plea","friend","board","row","ctrlSet","plea","row","sleigh","board","friend",4.58333333333333,3.5,"high_verbal","ycrZF9Ui",1,5,2
"37",13,97194,"phon_sim-rhyme-same_different-task_switching","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">friend</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">sleigh</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">row</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">board</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">plea</h1></div>","No","no_answer","friend","sleigh","row","board","plea","ctrlSet","friend","sleigh","board","flew","none",2.17,2.6,"low_verbal","zzU1ectZ",2,3,2
"38",15,733949,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">dough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1></div>","No","no_answer","dough","through","cough","rough","bough","orthoSet","dough","through","cough","rough","bough",1.75,1.6,"low_verbal","0CxunTLR",5,5,3
"39",15,1328385,"phon_sim-task_switching-rhyme-same_different","null","phon_sim","experiment","<div style=""display:grid""><h1 id=""word_1"" style=""grid-column:1; grid-row:1"">dough</h1><h1 id=""word_2"" style=""visibility:hidden;grid-column:1; grid-row:1"">rough</h1><h1 id=""word_3"" style=""visibility:hidden;grid-column:1; grid-row:1"">through</h1><h1 id=""word_4"" style=""visibility:hidden;grid-column:1; grid-row:1"">bough</h1><h1 id=""word_5"" style=""visibility:hidden;grid-column:1; grid-row:1"">cough</h1></div>","Yes","I used some code like first letter","dough","rough","through","bough","cough","orthoSet","dough","rough","through","bough","cough",2.42,3.8,"low_verbal","0EwA9ugv",5,5,2
