Duration (in seconds),Q66_1,catch1,catch2,rehearse_question,rehearse_question_2_TEXT,conversation_focus,earworms,convo_memory_friend,convo_memory_friend_1_TEXT,convo_memory_self,convo_memory_self_1_TEXT,hearing_conversation,hearing_conversation_1_TEXT,sing_along,sing_along_thinking,other_voice_quality,other_voice_quality_1_TEXT,thinking_in_ideas,thinking_in_ideas_1_TEXT,express_inner_states,stress_IS,narrative_IS,dyslexia,revise_convo,rehearse_convo,exp_type_nodding_off,impulsiveness_1,impulsiveness_2,impulsiveness_3,others_experiences_1,others_experiences_4,others_experiences_5,others_experiences_DO_1,others_experiences_DO_4,others_experiences_DO_5,Q63_95,Q63_96,Q63_97,Q63_98,Q63_100,Q63_101,Q63_102,Q63_103,Q63_105,Q63_106,Q63_108,Q63_109,Q63_111,Q63_112,Q63_115,Factor2_1...68,Q63_116,Q63_117,catch3,VSIQ_DO_Q63_95,VSIQ_DO_Q63_96,VSIQ_DO_Q63_97,VSIQ_DO_Q63_98,VSIQ_DO_Q63_100,VSIQ_DO_Q63_101,VSIQ_DO_Q63_102,VSIQ_DO_Q63_103,VSIQ_DO_Q63_105,VSIQ_DO_Q63_106,VSIQ_DO_Q63_108,VSIQ_DO_Q63_109,VSIQ_DO_Q63_111,VSIQ_DO_Q63_112,VSIQ_DO_Q63_115,VSIQ_DO_Factor2_1,VSIQ_DO_Q63_116,VSIQ_DO_Q63_117,VSIQ_DO_catch3,Q319,Q320,Q321,Q323,education_level,Q325,Q326,comments,source,code,InnerSpeechQuestions_DO_conversation_focus,InnerSpeechQuestions_DO_impulsiveness_1,InnerSpeechQuestions_DO_convo_memory_self,InnerSpeechQuestions_DO_narrative_IS,InnerSpeechQuestions_DO_dyslexia,InnerSpeechQuestions_DO_sing_along_thinking,InnerSpeechQuestions_DO_revise_convo,InnerSpeechQuestions_DO_rehearse_convo,InnerSpeechQuestions_DO_express_inner_states,InnerSpeechQuestions_DO_impulsiveness_3,InnerSpeechQuestions_DO_exp_type_nodding_off,InnerSpeechQuestions_DO_stress_IS,InnerSpeechQuestions_DO_catch2,InnerSpeechQuestions_DO_sing_along,InnerSpeechQuestions_DO_rehearse_question,InnerSpeechQuestions_DO_other_voice_quality,InnerSpeechQuestions_DO_thinking_in_ideas,InnerSpeechQuestions_DO_impulsiveness_2,InnerSpeechQuestions_DO_earworms,InnerSpeechQuestions_DO_convo_memory_friend,InnerSpeechQuestions_DO_catch1,InnerSpeechQuestions_DO_hearing_conversation,worker_id
517,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Never,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It's just for the viewer/reader's benefit,"No, never",Sometimes,Rarely,"An even mix of verbal, visual, sensory, and emotional",Strongly disagree,Strongly agree,Neither agree nor disagree,31,93,100,1,2,3,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,3,6,4,11,10,2,19,1,12,16,13,8,9,5,14,15,7,18,17,Female,Yes,-999,18,High school diploma,NA,Student,-999,sona,tvGkpwXrTruGIMFWikGz,10,20,5,13,22,8,14,12,17,18,2,1,21,7,16,9,15,19,3,4,11,6,NS1YHcvi
657,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Always,Multiple times a day,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Not at all,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly agree,"Yes, very",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Very often,"An even mix of verbal, visual, sensory, and emotional",Strongly agree,Neither agree nor disagree,Agree,82,61,82,1,2,3,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,13,19,14,17,12,2,4,15,7,16,6,18,3,10,9,5,8,11,1,Female,Yes,-999,18,High school diploma,NA,n/a,-999,sona,xxNrmEDrTraAATCrjLIr,1,20,5,14,17,8,15,22,3,19,10,2,11,7,21,9,12,18,13,4,16,6,BfCux7Qy
429,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Never,Multiple times a day,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I can't hear it, but I can still recall it. Please briefly say something about how you are recalling it:",i see it and feel it,Yes - definitely,Neutral,I hear what they say in their voice.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?",i just kinda get a vibe. like i do the words in head thing but most of my thoughts are more of just a feeling,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Often,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Strongly agree,Neither agree nor disagree,Agree,50,70,88,1,2,3,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,10,1,17,4,5,11,15,16,6,2,19,13,14,3,12,18,7,9,8,Male,Yes,-999,18,"Some college, no degree",NA,student and childcare worker,The part with the pictures was weird cause some of them I couldn't figure out what word I as supposed to associate the with,sona,pvTMAlZrTrXZOFzfRLQS,14,19,5,11,17,8,2,10,13,20,16,15,1,7,21,9,3,18,12,4,22,6,yduNAfJN
544,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Neutral,I hear the words but I can't tell whose voice it is.,-999,More like a conversation,-999,Agree,"No, I don't think so",It's just for the viewer/reader's benefit,"No, never",Very often,Often,"An even mix of verbal, visual, sensory, and emotional",Neither agree nor disagree,Agree,Disagree,71,79,80,1,2,3,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,13,14,4,1,18,10,15,19,8,6,7,2,3,9,17,5,16,11,12,Female,Yes,-999,19,High school diploma,NA,Student,-999,sona,WVmsryOrTriphRCeltnp,3,18,5,1,16,8,12,14,22,19,15,10,2,7,21,9,17,20,11,4,13,6,fbKqS6qy
356,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Sometimes,Multiple times a day,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,It's just like I'm hearing the conversation again.,-999,Yes - somewhat,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Neither agree not disagree,"No, I don't think so",It's exactly like real life,"No, never",Sometimes,Rarely,"An even mix of verbal, visual, sensory, and emotional",Agree,Agree,Agree,47,38,74,1,2,3,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,16,5,19,3,7,14,18,17,9,4,12,11,13,10,15,1,8,6,2,Female,Yes,-999,19,High school diploma,NA,full time student,-999,sona,OAZssaQrTrNQhfEmSEsY,16,20,5,14,10,8,15,22,17,19,11,13,2,7,21,9,3,18,1,4,12,6,y1Ud0IvQ
733,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Often,Multiple times a day,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear something but I can't describe it.,-999,Yes - definitely,Mostly different from regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly agree,"Yes, very",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Often,"An even mix of verbal, visual, sensory, and emotional",Agree,Agree,Disagree,49,70,71,1,2,3,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,2,10,6,18,9,3,1,12,4,11,8,19,5,15,16,14,7,17,13,Female,Yes,-999,19,High school diploma,NA,Student,-999,sona,ILrJlcorTrnnhTVFgQet,11,19,5,1,21,8,15,12,22,18,3,10,2,7,13,9,17,20,14,4,16,6,hRiDYGB2
368,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,A few times a week,"I remember the topic, but can't remember any of the specifics.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Neutral,I hear what they say in their voice.,-999,More like a conversation,-999,Neither agree not disagree,"No, I don't think so",It's just for the viewer/reader's benefit,"No, never",Rarely,Sometimes,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Neither agree nor disagree,Neither agree nor disagree,Neither agree nor disagree,39,30,49,1,2,3,Click to write Scale point 6,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,14,5,11,8,12,9,19,1,7,16,2,10,6,17,15,18,13,3,4,Male,No,Chinese,20,Bachelor's degree,undecided,student,-999,sona,VvodQrErTrANArygAKDc,1,20,5,12,2,8,15,13,14,18,3,10,21,7,11,9,22,19,16,4,17,6,8yyEgSuX
738,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Rarely,Multiple times a day,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I can't hear it, but I can still recall it. Please briefly say something about how you are recalling it:",I remember more of the actions that my friends were doing more than the conversation itself. Thinking about the actions they were doing usually is what helps me remember what the conversation was about.,Yes - definitely,Mostly different from regular thinking,I hear what they say but in my own voice.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","Thinking in ideas means to me that I organize my thinking as if I take mental notes and then combine all the notes in my head to make a coherent thought, plan, or action.",Agree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Never,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Disagree,Agree,Agree,81,51,73,1,2,3,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,3,8,6,15,9,14,17,19,12,10,16,2,18,11,4,5,1,13,7,Male,Yes,-999,18,High school diploma,NA,Student,-999,sona,ybhkwdHrTrHgQJOKEvKu,12,18,5,21,15,8,17,14,13,19,16,22,10,7,11,9,1,20,2,4,3,6,2dXRa5Zq
510,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,A few times a month,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","i just kind of think in short bursts of phrases. Especially when i'm planning out my afternoon, I'll talk aloud often and think like how i'm talking, ""first i will do this, then i will shower, then I will head to bed.""",Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Rarely,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Disagree,Agree,Agree,19,49,96,1,2,3,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,3,14,17,10,19,11,9,13,7,16,12,18,15,8,6,1,5,2,4,Female,Yes,-999,20,"Some college, no degree",NA,student and CNA,-999,sona,ttVifhErTrAOtoJPpfbL,13,18,5,14,17,8,12,15,1,19,16,11,22,7,21,9,2,20,10,4,3,6,4KFmznfv
640,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear something but I can't describe it.,-999,Yes - definitely,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly agree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Often,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Disagree,Strongly agree,Strongly disagree,82,81,100,1,2,3,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,7,14,6,5,4,12,18,16,1,15,19,8,9,10,3,17,2,11,13,Female,Yes,-999,21,"Some college, no degree",NA,student,-999,sona,TgPJtJbrTrfIpwJIdtDv,2,19,5,1,3,8,11,16,10,18,22,12,21,7,17,9,14,20,13,4,15,6,7eDZS0g9
536,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Sometimes,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Neutral,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,Maybe a little,It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Sometimes,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Agree,Strongly agree,Neither agree nor disagree,60,8,19,1,2,3,Click to write Scale point 9,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,3,10,17,6,7,2,18,16,14,1,11,13,4,9,15,5,8,12,19,Male,No,Mandarin,18,High school diploma,NA,College Student,-999,sona,ntWvuKQrTrsNoBGzBVNa,2,20,5,11,12,8,15,17,3,19,1,16,13,7,14,9,22,18,10,4,21,6,gmTxt8dp
335,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Often,Multiple times a day,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Very often,Very often,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Disagree,Agree,Disagree,72,51,58,1,2,3,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,14,12,8,1,2,6,3,11,9,10,16,17,13,15,7,19,5,4,18,Female,Yes,-999,18,High school diploma,NA,-999,-999,sona,cJxJXXCrTrZhHGQxNzWs,15,18,5,14,22,8,10,3,12,20,11,17,1,7,21,9,16,19,2,4,13,6,Ki4GHif7
564,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear something but I can't describe it.,-999,Yes - somewhat,Mostly different from regular thinking,I hear what they say in their voice.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","Sometimes when I think of an idea, I will self-respond to my own idea, kind of like a conversation, however the side coming up with the idea isn't its own perspective, so therefore it doesn't seem like a conversation to me.",Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Sometimes,Rarely,Primarily emotional,Disagree,Strongly agree,Disagree,50,81,19,1,2,3,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 9,Somewhat disagree,Somewhat disagree,Click to write Scale point 6,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 8,Somewhat disagree,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 8,Click to write Scale point 6,15,14,11,2,9,7,8,5,4,13,17,18,3,12,6,16,1,19,10,Male,Yes,-999,18,High school diploma,NA,Full-Time Student,-999,sona,TapiMzYrTrdPbNmVohzP,14,20,5,10,2,8,3,17,13,19,21,22,15,7,1,9,16,18,11,4,12,6,qkCSFiGm
675,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Often,A few times a week,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,"I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,It's just like I'm hearing the conversation again.,-999,Yes - definitely,Exactly like regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Strongly disagree,Maybe a little,It's exactly like real life,"No, never",Very often,Very often,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Agree,Strongly agree,Agree,93,71,84,1,2,3,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,10,2,4,14,8,12,9,15,16,3,5,18,1,13,17,19,7,11,6,Female,Yes,-999,18,"Some college, no degree",NA,student,-999,sona,ZNJFMsZrTrkOSmxPXTuW,12,20,5,1,17,8,3,13,10,18,22,2,14,7,21,9,16,19,11,4,15,6,Po8DLpvd
937,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Rarely,A few times a week,"I remember the topic, but can't remember any of the specifics.",-999,"I remember the topic, but can't remember any of the specifics.",-999,I hear something but I can't describe it.,-999,Yes - definitely,Exactly like regular thinking,I hear the words but I can't tell whose voice it is.,-999,More like a conversation,-999,Disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Often,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Neither agree nor disagree,Strongly agree,Agree,75,60,85,1,2,3,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,10,13,14,4,8,7,9,6,19,16,11,3,2,17,1,12,15,5,18,Female,Yes,-999,21,Associate's degree,Liberal arts transfer program,Waitress and photographer,"That was fun to think about! I live alone for the first time in my life and I've noticed talk to myself in my head quite a bit. I enjoy talking out loud to myself sometimes. If someone really funny or crazy happens when I'm watching something I respond outloud occasionally. I think I do this more when I watch youtube because it can feel like the person is talking directly to me. I think I talk back more when I (allegedly) smoke weed. I think I talk out loud more in general when I allegedly have thc in my system. I love being around people but I rarely feel lonely even though I'm seeing people a lot less now that I live alone. I wonder if the way I have conversations with myself is part of the reason I don't get lonely? I really enjoy my own company and find myself quite funny. When I am sad/anxious/lonely I like to imagine myself holding me (sometimes kid me) and kissing my own forehead and telling myself it will all be okay. It works really well for me. Also, growing up my parents weren't super strict and I've always been my harshest critic so I wonder if that's why I never hear their voices saying stuff to me?",sona,UymiJiZrTrjLlVeTOvDd,13,19,5,12,3,8,21,11,14,18,2,15,16,7,10,9,17,20,1,4,22,6,U8Rxi9rz
8479,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind some of what I am going to ask before asking it,-999,Sometimes,A few times a week,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,"More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?",It's like a combination of all of my senses,Disagree,"No, I don't think so",It's exactly like real life,"No, never",Often,Often,"Primarily visual (you ""see"" situations, objects, people etc. in your mind)",Agree,Agree,Strongly agree,83,60,64,1,2,3,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,7,6,13,4,12,17,3,16,1,8,14,5,11,10,18,2,19,15,9,Male,Yes,-999,18,"Some college, no degree",NA,Student,-999,sona,ItXQHmnrTrJooWskbqep,11,20,5,12,21,8,16,10,13,18,2,1,17,7,3,9,15,19,22,4,14,6,WewWn58j
229,Got it. I promise to read the questions carefully.,TRUE,Three,I think of a question I want to ask and just ask it,-999,Rarely,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic, but remember only a few of the specific words/sentences.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly similar to regular thinking,I hear what they say in their voice.,-999,More like a conversation,-999,Neither agree not disagree,"No, I don't think so",It might be like real life but mostly for the viewer's/reader's benefit,"No, never",Often,Rarely,"An even mix of verbal, visual, sensory, and emotional",Disagree,Strongly agree,Disagree,69,84,85,1,2,3,Click to write Scale point 10,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 9,Somewhat disagree,Click to write Scale point 10,Somewhat disagree,Click to write Scale point 6,Click to write Scale point 8,Somewhat disagree,Somewhat disagree,Click to write Scale point 8,Click to write Scale point 6,3,2,1,16,9,13,4,10,15,12,5,17,11,6,18,19,7,14,8,Male,Yes,-999,19,High school diploma,NA,Student,-999,sona,EKqeIWRrTrZzPrOsRWON,17,20,5,11,10,8,15,1,12,19,21,13,2,7,14,9,3,18,16,4,22,6,8Mnv01S8
546,Got it. I promise to read the questions carefully.,TRUE,Three,I rehearse in my mind the exact phrasing of what I am going to ask,-999,Sometimes,A few times a week,"I remember the topic, but remember only a few of the specific words/sentences.",-999,"I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,I hear a condensed version (e.g. only some words).,-999,Yes - definitely,Mostly similar to regular thinking,I hear the words but I can't tell whose voice it is.,-999,More like a conversation,-999,Strongly agree,Maybe a little,It's just for the viewer/reader's benefit,"Yes, self-diagnosed",Very often,Very often,"Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)",Agree,Strongly agree,Disagree,81,39,100,1,2,3,Click to write Scale point 6,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 10,Click to write Scale point 10,Click to write Scale point 9,Click to write Scale point 6,Click to write Scale point 10,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 9,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 8,Click to write Scale point 6,Click to write Scale point 6,Click to write Scale point 6,14,13,12,4,16,17,2,19,15,6,5,18,8,3,10,11,1,7,9,Male,Yes,-999,19,High school diploma,NA,Waiter,-999,sona,MECPELorTrSqzxBOGREA,2,19,5,16,15,8,11,17,14,18,21,22,12,7,10,9,13,20,3,4,1,6,Ds5BnIYz
